"session_id";"customer_id";"session_date";"session_start_time";"traffic_source";"landing_page";"pages_viewed";"session_duration_seconds";"device";"browser";"converted";"conversion_value";"campaign_id";"is_bounce"
106080;0;"2024-06-22";"18:05:18";"Referral";"Sale";4;1483;"Mobile";"Chrome";0;0.0;0;1
106081;0;"2023-10-02";"23:37:43";"Organic_search";"Products";3;533;"Desktop";"";0;0.0;0;0
106082;0;"2024-12-23";"";"Organic_search";"Sale";1;1343;"Mobile";"";0;0.0;0;0
106083;0;"2023-12-21";"16:58:09";"Paid_search";"";9;1241;"";"Firefox";0;0.0;0;0
106084;561;"2024-02-24";"03:13:20";"Social";"Electronics";11;1536;"Mobile";"Chrome";0;0.0;0;1
106085;0;"2023-11-06";"15:51:34";"Organic_search";"Electronics";11;591;"Mobile";"Chrome";0;0.0;0;1
106086;0;"2023-09-23";"07:51:49";"Direct";"Home";9;44;"Desktop";"";0;0.0;0;1
106087;2873;"2023-08-30";"01:47:47";"Paid_search";"Products";15;0;"Mobile";"Edge";0;0.0;0;0
106088;0;"2023-11-01";"22:52:21";"Paid_search";"Home";12;1363;"Desktop";"Edge";0;0.0;0;1
106089;0;"2023-04-29";"22:56:34";"Paid_search";"Home";1;1644;"";"Chrome";0;0.0;0;0
106090;0;"2023-08-23";"14:46:15";"Referral";"";12;710;"Mobile";"Edge";0;0.0;0;0
106091;3499;"2023-02-16";"01:45:08";"Social";"Electronics";10;988;"Tablet";"Edge";0;0.0;0;1
106092;1651;"2024-05-12";"03:54:02";"Email";"";6;398;"";"Firefox";1;288.3;0;1
106093;0;"2023-11-14";"23:04:19";"Organic_search";"Sale";9;0;"Tablet";"Chrome";0;0.0;0;0
106094;3332;"2023-10-16";"07:51:01";"Paid_search";"Electronics";1;1533;"Tablet";"Chrome";0;0.0;0;1
106095;0;"2024-11-30";"09:51:25";"Organic_search";"Electronics";13;1276;"";"Edge";0;0.0;0;1
106096;0;"2024-07-25";"12:49:37";"Social";"Home";2;0;"Desktop";"Chrome";0;0.0;0;1
106097;0;"2024-06-02";"15:17:05";"Direct";"Electronics";6;613;"Desktop";"Edge";0;0.0;0;0
106098;0;"2023-03-10";"11:09:37";"Social";"Electronics";10;801;"Mobile";"";0;0.0;0;1
106099;0;"2024-11-14";"07:09:17";"Referral";"";9;1725;"Mobile";"Firefox";0;0.0;0;0
106100;0;"2023-06-13";"11:49:45";"Organic_search";"Sale";8;863;"Tablet";"Chrome";0;0.0;0;0
106101;0;"2024-03-25";"09:44:28";"Direct";"Home";10;994;"";"Chrome";0;0.0;0;0
106102;1331;"2024-03-15";"17:05:14";"Social";"Home";1;153;"";"Chrome";0;0.0;0;0
106103;0;"2024-10-14";"09:57:35";"Organic_search";"Sale";14;1488;"Desktop";"Chrome";0;0.0;0;0
106104;0;"2024-12-09";"00:18:47";"Social";"Home";1;1306;"Mobile";"Chrome";0;0.0;0;1
106105;0;"2023-06-14";"14:50:36";"Email";"";6;1728;"Tablet";"";0;0.0;0;1
106106;0;"2024-03-04";"12:37:38";"Social";"Products";15;105;"Mobile";"Safari";0;0.0;0;1
106107;0;"2023-08-16";"05:02:57";"Paid_search";"Products";9;1678;"Desktop";"Safari";0;0.0;0;1
106108;0;"2024-02-10";"00:37:44";"Organic_search";"Products";0;1154;"Desktop";"Firefox";0;0.0;0;0
106109;4684;"2023-11-24";"09:13:35";"Social";"Products";6;523;"Desktop";"";0;0.0;0;1
106110;0;"2024-12-13";"05:41:18";"Paid_search";"Sale";11;0;"Desktop";"Chrome";0;0.0;0;0
106111;2997;"2024-07-24";"";"Organic_search";"Electronics";14;0;"Desktop";"Firefox";0;0.0;0;0
106112;0;"2024-07-08";"04:19:00";"Email";"Home";11;115;"Desktop";"Firefox";0;0.0;0;0
106113;1039;"2023-12-19";"20:58:04";"Organic_search";"Sale";10;799;"Tablet";"Firefox";0;0.0;0;0
106114;0;"2023-05-17";"00:22:15";"Paid_search";"Products";13;1695;"Mobile";"Chrome";0;0.0;0;1
106115;5000;"2023-04-17";"12:06:02";"Direct";"Products";9;402;"Desktop";"Chrome";0;0.0;0;1
106116;0;"2023-08-30";"15:17:00";"Referral";"Electronics";10;992;"Desktop";"Safari";0;0.0;0;1
106117;363;"2023-12-09";"03:16:03";"Paid_search";"Sale";15;940;"";"Chrome";0;0.0;0;0
106118;3848;"2023-07-20";"17:10:01";"Social";"Sale";4;664;"Mobile";"";0;0.0;0;0
106119;0;"2023-11-17";"08:27:11";"Organic_search";"Home";8;1522;"Mobile";"Firefox";0;0.0;0;0
106120;0;"2023-08-28";"16:46:48";"Social";"Electronics";15;1128;"Mobile";"Chrome";0;0.0;0;0
106121;1327;"2023-08-07";"10:58:49";"Organic_search";"";14;0;"Tablet";"";0;0.0;0;0
106122;0;"2023-01-27";"";"Organic_search";"Sale";12;1306;"";"Safari";0;0.0;0;0
106123;0;"2024-01-26";"15:38:24";"Paid_search";"Sale";12;674;"Tablet";"Chrome";0;0.0;0;0
106124;1495;"2023-05-08";"02:14:42";"Email";"Products";8;1316;"Desktop";"Chrome";0;0.0;1010;0
106125;2335;"2023-02-03";"13:41:02";"Social";"";4;1277;"Mobile";"Edge";0;0.0;0;0
106126;0;"2023-04-23";"12:54:29";"Direct";"Home";10;1202;"Mobile";"Edge";0;0.0;0;0
106127;1188;"2023-04-03";"03:59:36";"Organic_search";"Electronics";0;1333;"Mobile";"Firefox";0;0.0;0;0
106128;0;"2024-11-09";"";"Organic_search";"Electronics";14;571;"Mobile";"Chrome";0;0.0;0;1
106129;2486;"2023-03-09";"19:25:11";"Direct";"Products";5;40;"Tablet";"Edge";0;0.0;0;0
106130;3980;"2023-09-20";"10:59:30";"Social";"Products";1;1454;"Mobile";"Chrome";0;0.0;0;1
106131;3400;"2023-11-21";"22:44:55";"Organic_search";"Sale";5;498;"Desktop";"Chrome";0;0.0;0;1
106132;4646;"2024-10-29";"18:51:37";"Organic_search";"Sale";11;1625;"Mobile";"";0;0.0;0;0
106133;0;"2024-05-25";"12:00:45";"Social";"Electronics";14;1351;"Desktop";"";0;0.0;0;1
106134;521;"2023-03-10";"00:51:33";"Paid_search";"Products";8;0;"Tablet";"Safari";0;0.0;0;0
106135;0;"2024-09-19";"07:22:05";"Email";"Sale";5;358;"Tablet";"Edge";0;0.0;1031;1
106136;0;"2023-03-24";"15:19:21";"Organic_search";"";15;469;"Tablet";"Chrome";0;0.0;0;1
106137;0;"2023-12-22";"23:44:04";"Direct";"Electronics";5;1496;"Desktop";"Safari";0;0.0;0;1
106138;0;"2023-06-06";"19:55:01";"Social";"Home";7;1770;"Desktop";"Firefox";0;0.0;0;1
106139;0;"2024-11-16";"03:44:41";"Referral";"";8;1070;"Desktop";"Safari";0;0.0;0;0
106140;0;"2023-12-10";"14:51:47";"Social";"Sale";3;0;"Desktop";"";0;0.0;0;0
106141;0;"2023-03-15";"";"Referral";"Home";1;1291;"Mobile";"Chrome";0;0.0;0;1
106142;0;"2024-01-12";"06:13:30";"Organic_search";"Products";10;434;"Desktop";"Edge";0;0.0;0;1
106143;0;"2024-06-24";"22:17:04";"Social";"Products";14;230;"Desktop";"Chrome";0;0.0;0;0
106144;2090;"2023-06-11";"20:09:51";"Email";"Home";5;477;"Mobile";"Safari";0;0.0;1037;0
106145;2057;"2023-03-20";"07:05:05";"Social";"Products";4;618;"Tablet";"";0;0.0;0;1
106146;0;"2023-02-27";"14:26:35";"Paid_search";"Sale";6;1241;"";"Safari";0;0.0;0;0
106147;0;"2024-07-26";"16:56:58";"Organic_search";"Sale";6;1264;"Desktop";"Safari";0;0.0;0;0
106148;0;"2023-10-13";"16:58:07";"Direct";"";6;1330;"Desktop";"Chrome";0;0.0;0;0
106149;0;"2023-09-24";"16:03:16";"Direct";"Sale";1;263;"Desktop";"Chrome";0;0.0;0;1
106150;0;"2024-06-28";"11:06:29";"Email";"Products";12;824;"Mobile";"Chrome";0;0.0;1043;0
106151;3873;"2023-07-27";"";"Paid_search";"Home";14;1622;"Mobile";"";0;0.0;0;1
106152;0;"2023-12-09";"18:05:33";"Organic_search";"";3;941;"Desktop";"Chrome";0;0.0;0;0
106153;0;"2024-07-28";"13:21:34";"Organic_search";"Electronics";6;1149;"Mobile";"Chrome";0;0.0;0;0
106154;0;"2024-05-17";"18:26:48";"Direct";"Sale";5;615;"Desktop";"Firefox";0;0.0;0;0
106155;2289;"2023-05-11";"18:47:54";"Organic_search";"Products";8;421;"Tablet";"Safari";0;0.0;0;0
106156;0;"2024-09-06";"15:13:30";"Referral";"Sale";4;1028;"Tablet";"";0;0.0;0;1
106157;4560;"2023-03-28";"05:01:31";"Email";"Home";14;1080;"";"Edge";0;0.0;1028;1
106158;0;"2024-04-05";"20:14:36";"Social";"";5;508;"Desktop";"Chrome";0;0.0;0;1
106159;4876;"2024-06-11";"21:50:42";"Social";"Sale";12;985;"Tablet";"Firefox";0;0.0;0;0
106160;792;"2024-12-25";"08:56:46";"Organic_search";"Sale";4;1501;"Mobile";"Edge";0;0.0;0;1
106161;1384;"2024-06-14";"11:54:51";"Organic_search";"Home";4;1175;"Mobile";"Chrome";0;0.0;0;1
106162;0;"2023-09-17";"11:15:28";"Direct";"Sale";13;88;"";"Edge";0;0.0;0;0
106163;0;"2024-09-24";"19:13:19";"Social";"Products";3;0;"Desktop";"";0;0.0;0;0
106164;0;"2024-05-31";"17:11:01";"Organic_search";"Products";9;513;"Tablet";"";0;0.0;0;0
106165;4181;"2024-09-25";"";"Paid_search";"Electronics";6;1420;"Desktop";"Firefox";0;0.0;0;0
106166;4207;"2024-05-28";"07:18:32";"Email";"";9;667;"Desktop";"Chrome";0;0.0;0;1
106167;0;"2023-09-18";"09:36:23";"Organic_search";"Home";14;927;"Mobile";"";0;0.0;0;1
106168;0;"2023-06-01";"17:06:19";"Paid_search";"Products";11;1426;"Tablet";"Edge";0;0.0;0;1
106169;0;"2024-01-30";"02:59:38";"Email";"Products";7;1709;"";"Chrome";0;0.0;1005;0
106170;0;"2024-01-25";"23:03:00";"Direct";"Electronics";15;552;"Desktop";"Firefox";0;0.0;0;0
106171;0;"2023-12-03";"20:23:13";"Social";"Sale";7;1795;"Tablet";"Chrome";0;0.0;0;0
106172;2920;"2023-06-07";"18:52:17";"Referral";"Products";5;930;"Tablet";"Safari";0;0.0;0;1
106173;0;"2023-11-08";"20:55:30";"Social";"Products";4;1728;"Desktop";"Edge";0;0.0;0;1
106174;1690;"2024-05-01";"15:26:15";"Referral";"";15;1026;"Desktop";"";0;0.0;0;0
106175;0;"2023-12-05";"08:47:06";"Paid_search";"Electronics";3;696;"Mobile";"Edge";0;0.0;0;1
106176;0;"2023-04-22";"22:38:31";"Paid_search";"Home";7;1322;"Mobile";"Firefox";0;0.0;0;1
106177;0;"2023-12-31";"23:41:35";"Referral";"Home";15;1118;"Desktop";"Firefox";0;0.0;0;0
106178;0;"2024-09-15";"14:24:31";"Paid_search";"Products";4;461;"";"Safari";0;0.0;0;1
106179;0;"2024-05-10";"";"Email";"";8;389;"Desktop";"Chrome";0;0.0;0;1
106180;4267;"2024-04-22";"09:07:47";"Social";"Electronics";1;67;"";"Safari";0;0.0;0;0
106181;0;"2023-04-17";"12:56:38";"Direct";"Electronics";11;1578;"Tablet";"Chrome";0;0.0;0;0
106182;0;"2023-01-31";"";"Social";"Electronics";3;238;"Mobile";"Firefox";0;0.0;0;0
106183;3909;"2024-09-11";"17:42:30";"Paid_search";"Sale";1;521;"Mobile";"";0;0.0;0;0
106184;0;"2023-06-26";"07:41:57";"Social";"Home";15;1638;"Mobile";"Chrome";0;0.0;0;0
106185;0;"2023-02-07";"14:50:52";"Referral";"Home";0;291;"Tablet";"Safari";0;0.0;0;1
106186;0;"2024-01-09";"12:34:31";"Email";"Electronics";15;122;"Mobile";"";0;0.0;0;0
106187;0;"2024-03-07";"17:20:11";"Social";"";12;697;"";"Chrome";0;0.0;0;0
106188;2784;"2023-10-13";"07:32:53";"Organic_search";"Home";8;865;"Desktop";"Chrome";0;0.0;0;1
106189;0;"2023-12-08";"12:59:35";"Paid_search";"Sale";13;1391;"Mobile";"Chrome";0;0.0;0;1
106190;0;"2023-02-05";"14:52:08";"Paid_search";"";3;413;"Desktop";"";0;0.0;0;0
106191;0;"2023-11-30";"21:09:25";"Email";"Sale";2;125;"Tablet";"Chrome";0;0.0;1005;1
106192;0;"2024-06-10";"17:24:37";"Organic_search";"Sale";7;510;"Desktop";"Safari";0;0.0;0;0
106193;0;"2023-03-21";"22:42:25";"Paid_search";"Products";13;1457;"";"";0;0.0;0;0
106194;0;"2023-08-25";"";"Email";"Products";14;0;"Mobile";"";0;0.0;0;0
106195;0;"2024-06-02";"";"Organic_search";"Products";9;1588;"Desktop";"Edge";0;0.0;0;0
106196;0;"2023-05-19";"02:15:56";"Direct";"Home";4;683;"Tablet";"";0;0.0;0;0
106197;1814;"2024-01-18";"20:15:23";"Organic_search";"";15;0;"Mobile";"Chrome";0;0.0;0;0
106198;0;"2023-05-27";"01:20:53";"Paid_search";"";15;1518;"Mobile";"Safari";0;0.0;0;1
106199;0;"2023-07-19";"07:55:05";"Referral";"Home";12;1649;"Desktop";"Edge";0;0.0;0;1
106200;4602;"2024-02-24";"09:29:49";"Organic_search";"Electronics";4;106;"Mobile";"Chrome";0;0.0;0;1
106201;0;"2024-11-23";"23:29:44";"Organic_search";"Electronics";8;405;"Desktop";"Edge";0;0.0;0;1
106202;0;"2024-04-10";"06:00:25";"Paid_search";"Home";13;875;"Desktop";"";0;0.0;0;1
106203;1538;"2023-05-13";"05:17:20";"Social";"Home";9;1388;"Desktop";"Edge";0;0.0;0;1
106204;0;"2023-10-26";"18:05:53";"Direct";"Products";14;1690;"Mobile";"";0;0.0;0;1
106205;0;"2023-06-23";"20:25:18";"Direct";"Home";8;1168;"Desktop";"Chrome";0;0.0;0;0
106206;0;"2024-07-19";"00:50:42";"Social";"Sale";7;792;"Mobile";"Firefox";0;0.0;0;0
106207;0;"2024-04-23";"17:40:40";"Organic_search";"Sale";2;1204;"Desktop";"Chrome";0;0.0;0;0
106208;0;"2024-08-04";"18:28:22";"Email";"Electronics";7;1241;"Mobile";"Safari";0;0.0;1001;0
106209;0;"2024-04-14";"17:59:15";"Organic_search";"Sale";12;1415;"Desktop";"";0;0.0;0;1
106210;0;"2023-08-03";"08:16:20";"Email";"";14;1798;"Tablet";"Edge";0;0.0;0;1
106211;0;"2023-01-19";"18:03:15";"Social";"";4;141;"Desktop";"";0;0.0;0;1
106212;0;"2024-08-26";"15:40:36";"Social";"Products";12;499;"Mobile";"Firefox";0;0.0;0;0
106213;3072;"2024-01-08";"02:00:41";"Email";"";10;79;"Desktop";"Chrome";0;0.0;1039;1
106214;0;"2023-04-27";"03:38:38";"Direct";"Products";10;836;"Tablet";"Chrome";0;0.0;0;1
106215;0;"2024-05-16";"18:29:39";"Organic_search";"";15;1384;"Tablet";"Safari";0;0.0;0;0
106216;0;"2024-12-23";"13:18:19";"Organic_search";"";12;1574;"Mobile";"";0;0.0;0;0
106217;0;"2023-12-27";"07:07:36";"Social";"Home";6;1590;"Desktop";"Edge";0;0.0;0;1
106218;0;"2023-12-25";"13:04:24";"Organic_search";"Home";2;575;"Mobile";"Firefox";0;0.0;0;0
106219;0;"2024-01-13";"06:24:09";"Organic_search";"Home";7;1316;"Desktop";"Safari";0;0.0;0;0
106220;0;"2024-06-15";"02:16:20";"Email";"Home";3;602;"";"Firefox";0;0.0;1005;0
106221;0;"2023-12-16";"";"Organic_search";"Home";13;24;"Mobile";"Chrome";0;0.0;0;0
106222;0;"2024-01-05";"19:06:45";"Social";"Home";13;1152;"Tablet";"";0;0.0;0;1
106223;2458;"2023-07-21";"19:35:33";"Direct";"";8;256;"Mobile";"Chrome";0;0.0;0;0
106224;0;"2023-06-13";"05:13:40";"Organic_search";"Electronics";10;936;"Tablet";"Chrome";0;0.0;0;1
106225;3761;"2023-01-31";"13:17:47";"Organic_search";"";2;790;"";"Edge";0;0.0;0;0
106226;779;"2024-02-14";"17:34:47";"Social";"Sale";12;1754;"Mobile";"Firefox";0;0.0;0;0
106227;0;"2024-03-05";"15:29:24";"Referral";"Home";11;458;"Desktop";"Chrome";0;0.0;0;1
106228;3876;"2024-10-25";"02:40:13";"Organic_search";"Sale";9;1044;"";"Edge";0;0.0;0;1
106229;0;"2023-05-20";"08:13:45";"Organic_search";"Electronics";1;654;"Mobile";"Chrome";0;0.0;0;0
106230;9;"2023-10-04";"16:29:28";"Social";"Home";12;1337;"Mobile";"Safari";0;0.0;0;1
106231;0;"2023-12-24";"07:28:59";"Paid_search";"Sale";6;1084;"Desktop";"Safari";0;0.0;0;1
106232;1679;"2023-01-25";"03:16:28";"Email";"";1;522;"Desktop";"Firefox";0;0.0;1016;0
106233;4745;"2023-06-17";"10:16:37";"Paid_search";"Electronics";6;529;"Tablet";"";0;0.0;0;0
106234;4138;"2023-05-21";"08:12:40";"Email";"Home";6;395;"Desktop";"Chrome";0;0.0;1020;0
106235;0;"2024-11-22";"08:13:08";"Paid_search";"Sale";2;453;"Mobile";"Firefox";0;0.0;0;0
106236;3012;"2023-03-14";"11:09:04";"Paid_search";"Electronics";5;1134;"Desktop";"Chrome";0;0.0;0;0
106237;1382;"2024-05-26";"23:49:10";"Direct";"Home";6;922;"Mobile";"Firefox";0;0.0;0;0
106238;0;"2023-07-21";"";"Paid_search";"Products";7;1517;"Tablet";"Chrome";0;0.0;0;0
106239;0;"2024-03-23";"16:35:15";"Organic_search";"Home";6;991;"Mobile";"Chrome";0;0.0;0;0
106240;0;"2023-08-12";"11:53:51";"Organic_search";"Home";12;748;"Desktop";"Chrome";0;0.0;0;0
106241;0;"2023-11-04";"06:48:45";"Direct";"Electronics";1;519;"";"Edge";0;0.0;0;0
106242;0;"2023-03-25";"05:17:25";"Email";"Home";3;47;"Desktop";"";0;0.0;1007;0
106243;3095;"2023-07-01";"00:56:46";"Organic_search";"Sale";15;759;"";"Edge";0;0.0;0;0
106244;0;"2024-07-25";"11:56:52";"Email";"Products";3;74;"";"Edge";0;0.0;1007;1
106245;0;"2024-04-27";"20:28:40";"Social";"";10;1148;"Mobile";"Chrome";0;0.0;0;0
106246;0;"2024-03-12";"00:54:47";"Paid_search";"Sale";10;381;"Mobile";"Chrome";0;0.0;0;0
106247;0;"2024-12-11";"12:11:06";"Organic_search";"Electronics";11;1273;"Desktop";"";0;0.0;0;1
106248;2597;"2024-04-19";"09:08:11";"Organic_search";"Home";12;1238;"Desktop";"Safari";0;0.0;0;0
106249;0;"2023-07-11";"08:05:34";"Direct";"Products";8;1431;"";"Firefox";0;0.0;0;0
106250;0;"2023-01-02";"22:07:20";"Paid_search";"";1;1046;"Tablet";"Firefox";0;0.0;0;0
106251;0;"2023-05-10";"";"Social";"Products";6;159;"Mobile";"Firefox";1;451.69;0;0
106252;4218;"2023-07-22";"14:16:47";"Direct";"Sale";14;1634;"";"Edge";0;0.0;0;0
106253;3315;"2024-04-23";"07:14:56";"Direct";"";6;1530;"Mobile";"Firefox";0;0.0;0;0
106254;0;"2024-05-14";"16:38:54";"Organic_search";"Electronics";6;768;"Desktop";"Chrome";0;0.0;0;0
106255;1107;"2024-04-28";"02:49:21";"Referral";"Products";2;809;"Tablet";"Chrome";0;0.0;0;0
106256;0;"2023-05-11";"15:01:53";"Email";"Home";13;460;"Desktop";"";0;0.0;0;1
106257;0;"2024-12-08";"08:56:58";"Organic_search";"Sale";6;1623;"Tablet";"Edge";0;0.0;0;0
106258;0;"2024-11-30";"";"Direct";"Sale";7;464;"";"Chrome";0;0.0;0;0
106259;0;"2023-05-06";"02:47:37";"Organic_search";"Products";4;1280;"Mobile";"Edge";0;0.0;0;0
106260;0;"2023-08-06";"07:00:53";"Organic_search";"Products";10;212;"Desktop";"";0;0.0;0;1
106261;3949;"2023-11-01";"17:30:35";"Organic_search";"Sale";1;319;"";"";0;0.0;0;1
106262;0;"2024-03-14";"08:27:37";"Paid_search";"";8;406;"";"Chrome";0;0.0;0;0
106263;0;"2023-11-09";"03:19:23";"Organic_search";"Products";3;1540;"Mobile";"Edge";0;0.0;0;1
106264;959;"2023-03-14";"06:22:31";"Social";"Home";10;717;"";"Firefox";0;0.0;0;0
106265;1124;"2023-12-03";"15:03:50";"Direct";"Products";2;1553;"";"Edge";0;0.0;0;0
106266;0;"2023-04-30";"23:48:35";"Social";"Electronics";3;1418;"";"";0;0.0;0;0
106267;1467;"2023-05-27";"21:14:25";"Organic_search";"Sale";15;202;"Desktop";"";0;0.0;0;0
106268;0;"2023-07-30";"18:09:29";"Referral";"Home";11;15;"Mobile";"Firefox";0;0.0;0;0
106269;0;"2023-07-22";"19:36:26";"Organic_search";"";4;0;"Desktop";"Chrome";0;0.0;0;1
106270;0;"2023-07-28";"11:47:26";"Email";"";3;927;"Mobile";"Edge";0;0.0;1027;1
106271;746;"2024-02-08";"06:44:21";"Email";"Sale";5;0;"";"Edge";0;0.0;1041;0
106272;1068;"2023-03-22";"13:59:10";"Paid_search";"";3;389;"Mobile";"Chrome";0;0.0;0;0
106273;1495;"2023-05-04";"20:45:45";"Email";"Home";1;1606;"Desktop";"";0;0.0;0;1
106274;4471;"2023-03-04";"18:34:31";"Email";"";11;77;"Desktop";"Chrome";0;0.0;1020;0
106275;554;"2024-11-06";"13:11:54";"Organic_search";"Sale";15;71;"Mobile";"Firefox";0;0.0;0;1
106276;0;"2023-01-27";"20:26:38";"Organic_search";"";5;1536;"";"Edge";0;0.0;0;0
106277;0;"2023-01-16";"05:15:29";"Paid_search";"Products";2;1503;"Desktop";"Safari";0;0.0;0;0
106278;0;"2024-10-18";"00:33:49";"Direct";"Products";5;1761;"Mobile";"Safari";0;0.0;0;0
106279;0;"2023-10-07";"07:21:14";"Social";"Sale";3;992;"Desktop";"";0;0.0;0;1
106280;0;"2023-07-07";"03:29:08";"Organic_search";"Sale";3;1122;"Desktop";"Edge";0;0.0;0;0
106281;1704;"2024-04-12";"15:29:53";"Organic_search";"Electronics";2;1472;"Desktop";"Chrome";0;0.0;0;0
106282;0;"2023-12-18";"11:46:26";"Referral";"Sale";13;1245;"Mobile";"Firefox";0;0.0;0;0
106283;0;"2024-07-31";"07:14:18";"Email";"Sale";15;1590;"Mobile";"Chrome";0;0.0;1045;1
106284;0;"2023-09-10";"12:20:52";"Direct";"Sale";5;802;"Desktop";"Safari";0;0.0;0;1
106285;0;"2023-05-16";"17:09:42";"Email";"Products";1;811;"Mobile";"";0;0.0;0;0
106286;2435;"2024-07-11";"04:33:48";"Referral";"Products";2;1141;"Tablet";"Firefox";0;0.0;0;0
106287;1360;"2023-07-17";"21:45:18";"Organic_search";"Sale";12;1389;"Mobile";"Chrome";0;0.0;0;1
106288;0;"2024-01-08";"";"Organic_search";"Electronics";2;375;"Tablet";"Edge";0;0.0;0;1
106289;0;"2023-07-14";"04:37:32";"Social";"";11;800;"Desktop";"Chrome";0;0.0;0;0
106290;0;"2024-08-02";"09:04:18";"Paid_search";"Products";7;408;"Mobile";"";0;0.0;0;1
106291;2047;"2024-01-31";"14:25:32";"Organic_search";"";1;1268;"Mobile";"Safari";0;0.0;0;0
106292;0;"2023-04-27";"22:48:22";"Paid_search";"Products";6;1572;"Desktop";"Safari";0;0.0;0;1
106293;0;"2024-08-04";"07:56:57";"Social";"Electronics";6;1768;"Tablet";"Firefox";0;0.0;0;0
106294;2580;"2023-11-28";"19:09:26";"Email";"Electronics";11;1538;"Desktop";"Chrome";0;0.0;1036;0
106295;425;"2023-12-03";"16:58:20";"Email";"Electronics";3;714;"";"Chrome";0;0.0;0;1
106296;0;"2023-04-22";"22:50:42";"Paid_search";"Sale";2;1571;"Tablet";"Edge";0;0.0;0;1
106297;0;"2024-11-18";"00:48:05";"Email";"Electronics";12;374;"Tablet";"Chrome";0;0.0;1020;0
106298;187;"2024-08-12";"06:08:31";"Social";"Home";14;0;"Desktop";"Firefox";0;0.0;0;0
106299;3740;"2024-01-02";"09:56:02";"Organic_search";"Products";6;587;"Mobile";"Firefox";0;0.0;0;0
106300;4961;"2024-10-14";"03:32:33";"Organic_search";"Electronics";9;110;"Mobile";"Safari";0;0.0;0;1
106301;0;"2024-06-11";"16:39:51";"Email";"Electronics";4;299;"Mobile";"Firefox";0;0.0;1022;1
106302;2476;"2023-03-20";"";"Paid_search";"Electronics";2;362;"Mobile";"Edge";0;0.0;0;1
106303;0;"2023-07-27";"13:08:17";"Email";"Products";4;1137;"Mobile";"";0;0.0;1042;0
106304;0;"2024-01-31";"";"Email";"Home";1;1768;"Mobile";"";0;0.0;1007;1
106305;0;"2024-02-17";"19:42:17";"Email";"Electronics";11;550;"Tablet";"Edge";0;0.0;0;1
106306;4015;"2023-04-19";"13:49:19";"Referral";"Sale";12;947;"Desktop";"Chrome";0;0.0;0;1
106307;399;"2024-02-20";"07:08:04";"Email";"Home";3;187;"Desktop";"Chrome";0;0.0;1040;0
106308;0;"2023-12-28";"09:59:17";"Social";"";13;0;"";"Chrome";1;337.67;0;1
106309;4498;"2023-11-24";"20:37:14";"Email";"";8;1430;"";"Safari";0;0.0;0;0
106310;0;"2024-08-28";"";"Email";"Home";5;458;"Tablet";"";0;0.0;0;1
106311;0;"2024-03-01";"18:00:56";"Paid_search";"";6;1423;"Desktop";"Chrome";1;469.76;0;1
106312;3580;"2023-11-18";"05:27:51";"Paid_search";"Sale";2;59;"";"";0;0.0;0;0
106313;0;"2024-07-17";"";"Referral";"";7;1653;"Desktop";"Safari";0;0.0;0;1
106314;355;"2023-05-19";"14:22:04";"Referral";"";6;1664;"Desktop";"";0;0.0;0;0
106315;0;"2024-11-07";"09:15:21";"Social";"Electronics";0;1274;"Mobile";"Chrome";0;0.0;0;1
106316;0;"2023-07-19";"";"Paid_search";"Electronics";9;20;"Mobile";"Firefox";0;0.0;0;0
106317;0;"2024-11-05";"00:27:23";"Paid_search";"Electronics";14;543;"";"Safari";0;0.0;0;0
106318;0;"2023-04-23";"09:41:03";"Organic_search";"Sale";4;1668;"Mobile";"";0;0.0;0;0
106319;1437;"2024-06-12";"14:05:29";"Referral";"Home";15;260;"Desktop";"";0;0.0;0;1
106320;0;"2024-03-09";"21:50:50";"Paid_search";"Products";13;837;"Mobile";"Chrome";0;0.0;0;0
106321;4491;"2024-07-13";"13:04:05";"Paid_search";"Products";5;1172;"Mobile";"Safari";0;0.0;0;0
106322;0;"2023-06-14";"18:57:30";"Organic_search";"Electronics";6;1014;"";"Chrome";0;0.0;0;0
106323;0;"2023-05-31";"09:04:58";"Email";"Sale";5;1355;"Mobile";"Safari";0;0.0;1038;0
106324;0;"2024-10-16";"16:41:53";"Referral";"Home";12;778;"Mobile";"Chrome";0;0.0;0;0
106325;0;"2023-09-10";"09:10:55";"Organic_search";"Home";4;0;"Desktop";"";0;0.0;0;1
106326;0;"2023-08-30";"16:20:56";"Organic_search";"Products";12;272;"Mobile";"Safari";0;0.0;0;1
106327;0;"2023-12-10";"";"Email";"Electronics";4;1444;"Mobile";"Chrome";0;0.0;1030;1
106328;0;"2023-03-09";"12:28:46";"Direct";"Home";4;1170;"Tablet";"Firefox";0;0.0;0;0
106329;0;"2023-02-23";"06:28:43";"Email";"Sale";12;0;"Tablet";"Edge";0;0.0;1041;1
106330;403;"2023-07-05";"14:03:39";"Direct";"Electronics";14;1510;"Mobile";"";0;0.0;0;1
106331;0;"2024-03-26";"05:09:45";"Email";"";13;1700;"Mobile";"Chrome";1;475.54;0;0
106332;3794;"2023-02-07";"";"Direct";"";6;631;"Mobile";"";0;0.0;0;0
106333;0;"2024-01-21";"03:26:05";"Social";"Sale";5;335;"Desktop";"Chrome";0;0.0;0;0
106334;0;"2024-11-12";"12:22:28";"Email";"Home";9;0;"Desktop";"";0;0.0;1046;0
