"spend_id";"spend_date";"channel";"spend_amount";"impressions";"clicks";"conversions"
523;"2023-04-18";"email";64.97;0;0;177
524;"2023-04-18";"paid_search";189.22;83106;2247;120
525;"2023-04-18";"social_media";176.47;91960;3394;123
526;"2023-04-18";"display_ads";87.24;70069;2930;92
527;"2023-04-18";"affiliate";58.95;25065;3379;182
528;"2023-04-19";"email";0.0;0;0;120
529;"2023-04-19";"paid_search";238.32;67055;688;108
530;"2023-04-19";"social_media";114.14;93308;2431;8
531;"2023-04-19";"display_ads";115.55;14501;758;46
532;"2023-04-19";"affiliate";52.99;67395;3180;112
533;"2023-04-20";"email";56.21;0;0;148
534;"2023-04-20";"paid_search";236.97;97496;1905;111
535;"2023-04-20";"social_media";117.96;75463;2385;132
536;"2023-04-20";"display_ads";87.88;39266;359;177
537;"2023-04-20";"affiliate";76.69;88264;4575;24
538;"2023-04-21";"email";41.63;0;0;164
539;"2023-04-21";"paid_search";217.3;35262;1588;72
540;"2023-04-21";"social_media";118.72;22417;460;172
541;"2023-04-21";"display_ads";113.27;90205;1849;200
542;"2023-04-21";"affiliate";56.66;20469;3482;122
543;"2023-04-22";"email";62.47;0;0;121
544;"2023-04-22";"paid_search";159.89;25993;4006;22
545;"2023-04-22";"social_media";187.15;26821;4374;160
546;"2023-04-22";"display_ads";72.67;17541;791;81
547;"2023-04-22";"affiliate";68.97;77152;4128;193
548;"2023-04-23";"email";48.87;0;0;28
549;"2023-04-23";"paid_search";255.45;62761;3988;176
550;"2023-04-23";"social_media";188.69;61753;4893;113
551;"2023-04-23";"display_ads";75.73;67259;3129;79
552;"2023-04-23";"affiliate";57.16;75940;2276;28
553;"2023-04-24";"email";36.78;0;0;27
554;"2023-04-24";"paid_search";157.74;53694;3287;87
555;"2023-04-24";"social_media";109.48;12879;1229;45
556;"2023-04-24";"display_ads";96.77;39001;2867;192
557;"2023-04-24";"affiliate";59.21;58107;3511;191
558;"2023-04-25";"email";59.41;0;0;134
559;"2023-04-25";"paid_search";221.08;62091;578;76
560;"2023-04-25";"social_media";106.66;69536;4203;170
561;"2023-04-25";"display_ads";73.59;58903;3707;177
562;"2023-04-25";"affiliate";90.36;36349;3570;117
563;"2023-04-26";"email";61.5;0;0;108
564;"2023-04-26";"paid_search";185.49;96500;4033;96
565;"2023-04-26";"social_media";121.16;89455;3801;152
566;"2023-04-26";"display_ads";122.88;69883;3201;23
567;"2023-04-26";"affiliate";68.85;75073;1794;105
568;"2023-04-27";"email";52.2;0;0;32
569;"2023-04-27";"paid_search";173.97;78434;4662;64
570;"2023-04-27";"social_media";143.34;63417;3950;122
571;"2023-04-27";"display_ads";77.86;21566;1270;142
572;"2023-04-27";"affiliate";55.42;10558;1423;84
573;"2023-04-28";"email";55.59;0;0;192
574;"2023-04-28";"paid_search";148.26;17645;3444;134
575;"2023-04-28";"social_media";194.87;65300;170;89
576;"2023-04-28";"display_ads";122.62;58359;4187;23
577;"2023-04-28";"affiliate";90.97;42918;336;39
578;"2023-04-29";"email";53.11;0;0;76
579;"2023-04-29";"paid_search";192.71;85758;1629;170
580;"2023-04-29";"social_media";110.43;11229;504;191
581;"2023-04-29";"display_ads";85.61;37950;2624;83
582;"2023-04-29";"affiliate";78.3;58396;3093;106
583;"2023-04-30";"email";48.4;0;0;73
584;"2023-04-30";"paid_search";180.07;98095;4125;115
585;"2023-04-30";"social_media";127.52;30355;3350;163
586;"2023-04-30";"display_ads";90.8;38553;2620;109
587;"2023-04-30";"affiliate";62.1;46888;1765;185
588;"2023-05-01";"email";0.0;0;0;60
589;"2023-05-01";"paid_search";154.31;12266;2876;85
590;"2023-05-01";"social_media";115.11;53856;2228;15
591;"2023-05-01";"display_ads";95.81;91927;4627;33
592;"2023-05-01";"affiliate";70.47;30397;2685;87
593;"2023-05-02";"email";62.12;0;0;37
594;"2023-05-02";"display_ads";128.93;56334;3346;22
595;"2023-05-02";"affiliate";79.08;99942;1900;121
596;"2023-05-03";"paid_search";149.35;42087;1140;25
597;"2023-05-03";"social_media";116.59;76893;4976;149
598;"2023-05-03";"display_ads";87.82;78462;2881;130
599;"2023-05-03";"affiliate";74.01;40291;799;68
600;"2023-05-04";"display_ads";116.5;56342;2716;152
601;"2023-05-04";"affiliate";67.19;72944;684;90
602;"2023-05-05";"email";42.38;0;0;32
603;"2023-05-05";"paid_search";190.3;65112;3205;168
604;"2023-05-05";"social_media";193.81;29205;2469;95
605;"2023-05-05";"display_ads";82.04;27961;1059;199
606;"2023-05-05";"affiliate";91.24;44330;1315;186
607;"2023-05-06";"email";56.79;0;0;125
608;"2023-05-06";"paid_search";388.98;166340;5775;206
609;"2023-05-06";"social_media";124.27;93273;3519;134
610;"2023-06-05";"display_ads";239.92;124351;6057;209
611;"2023-05-06";"affiliate";56.57;21875;752;173
612;"2023-05-07";"email";52.82;0;0;196
613;"2023-05-07";"paid_search";212.65;21169;1005;63
614;"2023-07-05";"social_media";299.47;149432;3378;256
615;"2023-05-07";"display_ads";103.37;77179;4145;117
616;"2023-07-05";"affiliate";96.52;47683;1639;43
617;"2023-05-08";"email";56.26;0;0;100
618;"2023-08-05";"paid_search";464.48;57483;7024;202
619;"2023-05-08";"social_media";194.37;14178;2092;75
620;"2023-05-08";"display_ads";115.0;62190;2215;123
621;"2023-05-08";"affiliate";153.74;40805;6045;71
622;"2023-05-09";"email";95.53;0;0;219
623;"2023-05-09";"paid_search";210.58;91999;1704;59
624;"2023-05-09";"social_media";121.58;49013;3554;115
625;"2023-09-05";"display_ads";190.98;108989;7025;147
626;"2023-05-09";"affiliate";145.73;54072;7231;89
627;"2023-05-10";"email";39.77;0;0;5
628;"2023-05-10";"paid_search";428.92;124663;4459;116
629;"2023-05-10";"social_media";158.4;24724;3782;156
630;"2023-05-10";"display_ads";95.6;95871;2613;97
631;"2023-05-10";"affiliate";85.34;97126;4219;33
632;"2023-05-11";"email";53.52;0;0;154
633;"2023-11-05";"paid_search";440.83;93423;4039;284
634;"2023-05-11";"social_media";163.35;26783;4635;97
635;"2023-05-11";"display_ads";70.23;22803;679;141
636;"2023-11-05";"affiliate";87.88;91128;3439;180
637;"2023-05-12";"email";44.99;0;0;194
638;"2023-05-12";"paid_search";179.65;81286;1214;127
639;"2023-05-12";"social_media";186.86;56339;4292;158
640;"2023-12-05";"display_ads";85.18;37475;994;8
641;"2023-05-12";"affiliate";180.64;168387;3045;286
642;"2023-05-13";"email";36.57;0;0;197
643;"2023-05-13";"paid_search";208.25;25589;1579;198
644;"2023-05-13";"social_media";175.76;80017;2144;190
645;"2023-05-13";"display_ads";90.74;74180;1949;160
646;"2023-05-13";"affiliate";66.31;79121;1446;110
647;"2023-05-14";"email";43.15;0;0;47
648;"2023-05-14";"paid_search";163.12;12524;4991;150
649;"2023-05-14";"social_media";170.0;12929;2986;55
650;"2023-05-14";"display_ads";112.16;83866;1136;173
651;"2023-05-14";"affiliate";82.66;31981;3245;14
652;"2023-05-15";"email";52.0;0;0;196
653;"2023-05-15";"paid_search";164.52;14906;314;197
654;"2023-05-15";"social_media";142.39;14939;1152;52
655;"2023-05-15";"display_ads";112.41;85696;2684;61
656;"2023-05-15";"affiliate";75.2;48109;4502;42
657;"2023-05-16";"email";37.42;0;0;142
658;"2023-05-16";"paid_search";231.74;45569;126;95
659;"2023-05-16";"social_media";177.81;97484;2786;105
660;"2023-05-16";"display_ads";108.72;88056;137;157
661;"2023-05-16";"affiliate";54.21;83270;2851;173
662;"2023-05-17";"email";44.79;0;0;98
663;"2023-05-17";"paid_search";224.39;38837;1201;68
664;"2023-05-17";"social_media";158.89;31951;1084;134
665;"2023-05-17";"display_ads";126.41;45994;4160;141
666;"2023-05-17";"affiliate";69.38;64813;1919;65
667;"2023-05-18";"email";54.95;0;0;192
668;"2023-05-18";"paid_search";255.17;37876;3141;161
669;"2023-05-18";"social_media";125.4;27970;4061;52
670;"2023-05-18";"display_ads";128.19;77540;3511;123
671;"2023-05-18";"affiliate";73.67;93797;3518;90
672;"2023-05-19";"email";41.08;0;0;54
673;"2023-05-19";"paid_search";159.56;38140;1457;166
674;"2023-05-19";"social_media";135.86;26915;825;175
675;"2023-05-19";"display_ads";122.13;19460;2233;14
676;"2023-05-19";"affiliate";86.62;93422;1639;29
677;"2023-05-20";"email";59.49;0;0;125
678;"2023-05-20";"paid_search";178.91;91084;1254;147
679;"2023-05-20";"social_media";175.01;28647;4558;128
680;"2023-05-20";"display_ads";71.59;31003;2892;152
681;"2023-05-20";"affiliate";69.65;95426;1642;67
682;"2023-05-21";"email";56.99;0;0;111
683;"2023-05-21";"paid_search";224.96;27670;2165;165
684;"2023-05-21";"social_media";186.84;31320;3457;165
685;"2023-05-21";"display_ads";92.1;25426;503;181
686;"2023-05-21";"affiliate";59.93;64356;3905;46
687;"2023-05-22";"email";63.01;0;0;182
688;"2023-05-22";"paid_search";151.46;34279;2121;152
689;"2023-05-22";"social_media";114.57;70077;1985;28
690;"2023-05-22";"display_ads";81.09;80783;4370;23
691;"2023-05-22";"affiliate";91.77;72463;2873;130
692;"2023-05-23";"email";0.0;0;0;20
693;"2023-05-23";"paid_search";203.03;21387;1800;107
694;"2023-05-23";"social_media";191.7;61830;4290;143
695;"2023-05-23";"display_ads";99.1;26082;2260;191
696;"2023-05-23";"affiliate";74.39;91066;2921;143
697;"2023-05-24";"email";36.0;0;0;71
698;"2023-05-24";"paid_search";170.52;44282;4675;103
699;"2023-05-24";"social_media";185.13;92643;3557;194
700;"2023-05-24";"display_ads";120.77;82323;3585;141
701;"2023-05-24";"affiliate";56.44;85638;4882;57
702;"2023-05-25";"email";49.88;0;0;124
703;"2023-05-25";"paid_search";227.06;27596;3153;45
704;"2023-05-25";"social_media";183.1;73105;2847;46
705;"2023-05-25";"display_ads";84.67;21592;4520;60
706;"2023-05-25";"affiliate";58.49;30431;3318;50
707;"2023-05-26";"email";0.0;0;0;85
708;"2023-05-26";"paid_search";205.29;86819;2721;182
709;"2023-05-26";"social_media";184.56;24183;3902;173
710;"2023-05-26";"display_ads";109.9;89348;2848;14
711;"2023-05-26";"affiliate";63.36;21323;3126;49
712;"2023-05-27";"email";52.87;0;0;43
713;"2023-05-27";"paid_search";213.66;18562;1381;170
714;"2023-05-27";"social_media";166.56;40807;3625;171
715;"2023-05-27";"display_ads";0.0;19598;2792;117
716;"2023-05-27";"affiliate";63.08;15639;1988;195
717;"2023-05-28";"email";61.45;0;0;101
718;"2023-05-28";"paid_search";246.43;89287;1943;88
719;"2023-05-28";"social_media";118.56;41022;299;147
720;"2023-05-28";"display_ads";85.21;46014;764;60
721;"2023-05-28";"affiliate";75.71;16083;3152;155
722;"2023-05-29";"email";42.35;0;0;142
723;"2023-05-29";"paid_search";184.71;76874;1360;54
724;"2023-05-29";"social_media";133.05;65034;4059;111
725;"2023-05-29";"display_ads";123.74;97072;4104;161
726;"2023-05-29";"affiliate";52.6;58253;1622;199
727;"2023-05-30";"email";50.01;0;0;62
728;"2023-05-30";"paid_search";153.48;29326;3392;102
729;"2023-05-30";"social_media";137.39;63340;1307;20
730;"2023-05-30";"display_ads";129.08;47876;2599;92
731;"2023-05-30";"affiliate";62.01;99937;2941;150
732;"2023-05-31";"email";57.0;0;0;145
733;"2023-05-31";"paid_search";197.64;20697;112;66
734;"2023-05-31";"social_media";136.6;62772;724;198
735;"2023-05-31";"display_ads";92.47;80462;3914;5
736;"2023-05-31";"affiliate";56.77;60899;3317;64
737;"2023-06-01";"social_media";114.05;86363;2103;154
738;"2023-06-01";"display_ads";118.5;47413;3027;148
739;"2023-06-01";"affiliate";95.91;79277;4735;177
740;"2023-06-02";"email";36.83;0;0;29
741;"2023-06-02";"paid_search";152.93;45944;4454;106
742;"2023-06-02";"social_media";176.99;31470;1637;17
743;"2023-06-02";"display_ads";124.89;52064;2563;51
744;"2023-06-02";"affiliate";70.17;24427;4954;60
745;"2023-06-03";"email";0.0;0;0;168
746;"2023-06-03";"paid_search";251.95;76393;2539;86
747;"2023-06-03";"social_media";148.14;31220;4913;89
748;"2023-06-03";"display_ads";82.0;35223;1762;179
749;"2023-06-03";"affiliate";66.01;10453;1783;183
750;"2023-06-04";"email";38.21;0;0;155
751;"2023-06-04";"social_media";164.24;76820;737;187
752;"2023-06-04";"display_ads";106.66;90321;3645;189
753;"2023-06-04";"affiliate";66.03;33450;2077;57
754;"2023-06-05";"email";39.69;0;0;162
755;"2023-06-05";"social_media";149.82;85627;1368;130
756;"2023-06-05";"affiliate";84.89;61083;2937;80
757;"2023-06-06";"email";49.07;0;0;40
758;"2023-06-06";"paid_search";176.57;52756;678;128
759;"2023-06-06";"social_media";175.96;33310;4542;108
760;"2023-06-06";"display_ads";97.29;70976;3097;157
761;"2023-06-06";"affiliate";58.37;60974;1484;64
762;"2023-06-07";"email";80.53;0;0;169
763;"2023-06-07";"paid_search";197.35;70687;527;88
764;"2023-07-06";"social_media";270.54;136452;5984;162
765;"2023-07-06";"display_ads";219.24;149538;8232;166
766;"2023-06-07";"affiliate";66.29;45652;4743;10
767;"2023-06-08";"email";64.88;0;0;36
768;"2023-08-06";"paid_search";346.83;169770;5364;206
769;"2023-06-08";"social_media";110.69;94400;4903;78
770;"2023-06-08";"display_ads";116.97;62364;2755;197
771;"2023-06-08";"affiliate";72.46;27103;2047;137
772;"2023-09-06";"email";98.27;0;0;377
773;"2023-06-09";"paid_search";234.81;90673;3644;51
774;"2023-06-09";"social_media";0.0;71766;3962;67
775;"2023-06-09";"display_ads";108.85;20925;1267;110
776;"2023-06-09";"affiliate";92.03;28271;3072;142
777;"2023-06-10";"email";50.68;0;0;82
778;"2023-06-10";"paid_search";185.56;42300;753;12
779;"2023-10-06";"social_media";425.14;114874;3665;211
780;"2023-10-06";"display_ads";132.22;67929;9161;134
781;"2023-06-10";"affiliate";82.27;77899;1832;145
782;"2023-06-11";"email";56.98;0;0;36
783;"2023-06-11";"paid_search";240.73;99644;1492;22
784;"2023-06-11";"social_media";339.4;130193;4478;208
785;"2023-06-11";"display_ads";205.29;109871;7575;314
786;"2023-06-11";"affiliate";58.63;19299;298;131
787;"2023-12-06";"email";157.55;0;0;267
788;"2023-12-06";"paid_search";439.48;170754;5771;184
789;"2023-06-12";"social_media";119.51;78581;4835;158
790;"2023-06-12";"display_ads";85.27;95824;214;168
791;"2023-06-12";"affiliate";68.22;14966;1905;106
792;"2023-06-13";"email";53.73;0;0;117
793;"2023-06-13";"paid_search";182.33;64354;3542;16
794;"2023-06-13";"social_media";181.85;86039;1984;47
795;"2023-06-13";"display_ads";113.53;61663;410;42
796;"2023-06-13";"affiliate";62.3;70549;1666;185
797;"2023-06-14";"email";35.95;0;0;98
798;"2023-06-14";"paid_search";203.35;73960;357;143
799;"2023-06-14";"social_media";136.04;44482;3261;179
800;"2023-06-14";"display_ads";124.01;99492;3132;115
801;"2023-06-14";"affiliate";67.34;73903;1366;116
802;"2023-06-15";"email";41.2;0;0;81
803;"2023-06-15";"paid_search";221.43;26981;2476;131
804;"2023-06-15";"social_media";145.61;25225;3593;93
805;"2023-06-15";"display_ads";128.72;86771;2381;149
806;"2023-06-15";"affiliate";93.06;57017;4002;30
807;"2023-06-16";"email";41.93;0;0;28
808;"2023-06-16";"paid_search";167.78;37651;3662;175
809;"2023-06-16";"social_media";183.17;87550;1821;75
810;"2023-06-16";"display_ads";119.27;71410;2553;91
811;"2023-06-16";"affiliate";96.97;60530;4683;82
812;"2023-06-17";"email";37.13;0;0;108
813;"2023-06-17";"paid_search";185.43;90436;4000;32
814;"2023-06-17";"social_media";108.58;19773;3633;186
815;"2023-06-17";"display_ads";89.87;51222;4258;119
816;"2023-06-17";"affiliate";83.94;54656;4334;159
817;"2023-06-18";"email";58.75;0;0;131
818;"2023-06-18";"paid_search";154.4;71728;1267;79
819;"2023-06-18";"social_media";155.49;51129;1182;34
820;"2023-06-18";"display_ads";92.25;34945;684;120
821;"2023-06-18";"affiliate";65.6;47746;2634;169
822;"2023-06-19";"email";37.99;0;0;185
823;"2023-06-19";"paid_search";240.56;23655;3641;27
824;"2023-06-19";"social_media";180.8;65325;4522;50
825;"2023-06-19";"display_ads";72.91;66952;1147;94
826;"2023-06-19";"affiliate";54.36;88858;604;66
827;"2023-06-20";"email";43.91;0;0;11
828;"2023-06-20";"paid_search";254.25;36848;1432;74
829;"2023-06-20";"social_media";133.46;79998;433;107
830;"2023-06-20";"display_ads";82.81;14050;3416;135
831;"2023-06-20";"affiliate";85.93;85915;4857;116
832;"2023-06-21";"email";35.36;0;0;90
833;"2023-06-21";"paid_search";217.08;99512;2914;93
834;"2023-06-21";"social_media";113.18;36061;4766;29
835;"2023-06-21";"display_ads";86.13;56676;2035;173
836;"2023-06-21";"affiliate";58.62;71862;2620;121
837;"2023-06-22";"email";63.42;0;0;127
838;"2023-06-22";"paid_search";205.4;29224;1471;108
839;"2023-06-22";"social_media";130.48;41637;1030;200
840;"2023-06-22";"display_ads";76.13;28846;3187;84
841;"2023-06-22";"affiliate";96.78;88097;3868;108
842;"2023-06-23";"email";44.14;0;0;192
843;"2023-06-23";"paid_search";223.51;51315;743;191
844;"2023-06-23";"social_media";140.52;91168;3431;66
845;"2023-06-23";"display_ads";114.14;19445;532;109
846;"2023-06-23";"affiliate";78.95;34357;186;28
847;"2023-06-24";"email";54.29;0;0;186
848;"2023-06-24";"paid_search";159.59;67266;667;81
849;"2023-06-24";"social_media";149.8;64487;4709;44
850;"2023-06-24";"display_ads";99.8;63407;1961;67
851;"2023-06-24";"affiliate";77.8;21244;956;74
852;"2023-06-25";"email";39.93;0;0;69
853;"2023-06-25";"paid_search";180.41;25640;1267;119
854;"2023-06-25";"social_media";122.4;93083;1937;121
855;"2023-06-25";"display_ads";101.83;98561;2154;141
856;"2023-06-25";"affiliate";77.08;94693;4529;141
857;"2023-06-26";"email";49.04;0;0;97
858;"2023-06-26";"paid_search";232.85;13529;2594;150
859;"2023-06-26";"social_media";121.04;49602;1534;52
860;"2023-06-26";"display_ads";93.26;89618;3408;27
861;"2023-06-26";"affiliate";80.33;38627;656;66
862;"2023-06-27";"email";64.05;0;0;27
863;"2023-06-27";"paid_search";170.33;20804;3910;24
864;"2023-06-27";"social_media";131.79;21365;204;113
865;"2023-06-27";"display_ads";127.15;58709;4893;153
866;"2023-06-27";"affiliate";71.67;80599;419;146
867;"2023-06-28";"email";44.38;0;0;30
868;"2023-06-28";"paid_search";167.76;98084;2298;197
869;"2023-06-28";"social_media";129.2;22497;4657;96
870;"2023-06-28";"display_ads";0.0;31202;966;100
871;"2023-06-28";"affiliate";96.51;19667;751;17
872;"2023-06-29";"email";62.73;0;0;41
873;"2023-06-29";"paid_search";150.65;84256;4400;112
874;"2023-06-29";"social_media";110.38;76707;4950;50
875;"2023-06-29";"display_ads";75.42;49410;4619;104
876;"2023-06-29";"affiliate";72.08;95551;4904;163
877;"2023-06-30";"email";45.2;0;0;191
878;"2023-06-30";"paid_search";195.1;56917;2440;189
879;"2023-06-30";"social_media";194.72;41472;2720;110
880;"2023-06-30";"display_ads";93.89;89593;1411;52
881;"2023-06-30";"affiliate";0.0;87807;4820;69
882;"2023-07-01";"paid_search";198.52;89572;4247;180
883;"2023-07-01";"social_media";144.74;48997;1867;120
884;"2023-07-01";"display_ads";98.07;47580;388;142
885;"2023-07-01";"affiliate";89.55;16070;481;137
886;"2023-07-02";"email";0.0;0;0;150
887;"2023-07-02";"paid_search";186.31;71649;4631;35
888;"2023-07-02";"social_media";169.34;75355;2559;185
889;"2023-07-02";"display_ads";123.24;55826;3804;79
890;"2023-07-02";"affiliate";71.41;83646;4145;36
891;"2023-07-03";"email";54.74;0;0;167
892;"2023-07-03";"paid_search";150.16;17366;2086;67
893;"2023-07-03";"social_media";122.61;73667;1989;188
894;"2023-07-03";"display_ads";119.47;96015;182;29
895;"2023-07-04";"email";46.73;0;0;35
896;"2023-07-04";"paid_search";182.09;12544;4977;54
897;"2023-07-04";"social_media";135.54;34176;4287;173
898;"2023-07-04";"affiliate";62.7;71654;1561;175
899;"2023-07-05";"email";0.0;0;0;149
900;"2023-07-05";"paid_search";243.82;87167;1409;196
901;"2023-07-05";"display_ads";72.31;33710;2726;48
902;"2023-05-07";"affiliate";92.62;57846;4866;179
903;"2023-07-06";"paid_search";196.67;12606;3490;29
904;"2023-07-06";"affiliate";65.47;37781;4755;68
905;"2023-07-07";"email";35.22;0;0;126
906;"2023-07-07";"paid_search";182.3;42566;354;48
907;"2023-07-07";"social_media";108.48;26821;4926;155
908;"2023-07-07";"display_ads";128.18;53890;2962;37
909;"2023-07-07";"affiliate";66.11;16446;1041;200
910;"2023-07-08";"email";95.78;0;0;74
911;"2023-08-07";"paid_search";363.55;108479;5494;215
912;"2023-08-07";"social_media";282.7;102627;3130;115
913;"2023-07-08";"display_ads";155.36;87325;3094;225
914;"2023-08-07";"affiliate";129.31;128463;7808;212
915;"2023-07-09";"email";43.03;0;0;151
916;"2023-07-09";"paid_search";234.78;47153;1656;19
917;"2023-07-09";"social_media";125.94;80422;2902;187
918;"2023-07-09";"display_ads";77.85;32696;1250;158
919;"2023-09-07";"affiliate";177.77;146137;1639;206
920;"2023-07-10";"email";56.46;0;0;46
921;"2023-07-10";"paid_search";254.79;77976;3501;184
922;"2023-07-10";"social_media";187.73;91925;4460;178
923;"2023-07-10";"display_ads";112.45;48975;2762;176
924;"2023-07-10";"affiliate";94.44;94628;1034;124
925;"2023-07-11";"email";59.19;0;0;186
926;"2023-11-07";"paid_search";464.75;139118;6148;106
927;"2023-07-11";"social_media";156.01;34861;2539;40
928;"2023-07-11";"display_ads";116.79;39358;1792;64
929;"2023-07-11";"affiliate";57.37;35250;4598;164
930;"2023-12-07";"email";137.36;0;0;207
931;"2023-07-12";"paid_search";223.12;71677;1479;171
932;"2023-07-12";"social_media";176.57;63867;1586;73
933;"2023-07-12";"display_ads";123.42;65431;2306;15
934;"2023-07-12";"affiliate";68.62;24406;1348;145
935;"2023-07-13";"email";53.11;0;0;194
936;"2023-07-13";"paid_search";205.25;23014;3127;13
937;"2023-07-13";"social_media";194.71;87048;385;129
938;"2023-07-13";"display_ads";114.86;15469;1764;141
939;"2023-07-13";"affiliate";87.34;59783;2666;22
940;"2023-07-14";"email";50.21;0;0;183
941;"2023-07-14";"paid_search";256.58;69336;1773;87
942;"2023-07-14";"social_media";189.46;29236;2658;27
943;"2023-07-14";"display_ads";103.76;37559;3706;97
944;"2023-07-14";"affiliate";54.78;23772;4900;17
945;"2023-07-15";"email";52.35;0;0;193
946;"2023-07-15";"paid_search";184.23;76342;4912;84
947;"2023-07-15";"social_media";105.54;61232;252;142
948;"2023-07-15";"display_ads";89.33;63674;3896;50
949;"2023-07-15";"affiliate";52.98;69455;4155;174
950;"2023-07-16";"email";41.15;0;0;163
951;"2023-07-16";"paid_search";198.47;35961;3103;137
952;"2023-07-16";"social_media";189.38;69631;4095;189
953;"2023-07-16";"display_ads";109.14;73179;2624;169
954;"2023-07-16";"affiliate";62.65;96254;1205;87
955;"2023-07-17";"email";59.24;0;0;54
956;"2023-07-17";"paid_search";212.68;40240;1938;162
957;"2023-07-17";"social_media";181.16;18377;4538;133
958;"2023-07-17";"display_ads";119.45;85626;1062;63
959;"2023-07-17";"affiliate";57.83;62785;3294;72
960;"2023-07-18";"email";50.25;0;0;78
961;"2023-07-18";"paid_search";183.84;68614;1976;75
962;"2023-07-18";"social_media";185.99;24140;1723;38
963;"2023-07-18";"display_ads";96.15;25340;2899;115
964;"2023-07-18";"affiliate";69.04;91763;4246;175
965;"2023-07-19";"email";48.35;0;0;35
966;"2023-07-19";"paid_search";256.45;19144;3738;136
967;"2023-07-19";"social_media";119.21;76897;661;83
968;"2023-07-19";"display_ads";0.0;60820;4831;138
969;"2023-07-19";"affiliate";55.68;97162;2937;144
970;"2023-07-20";"email";44.58;0;0;188
971;"2023-07-20";"paid_search";148.36;96195;3174;61
972;"2023-07-20";"social_media";177.01;27830;4332;24
973;"2023-07-20";"display_ads";107.53;97060;1126;51
974;"2023-07-20";"affiliate";69.1;57799;193;189
975;"2023-07-21";"email";51.7;0;0;107
976;"2023-07-21";"paid_search";224.81;82398;3811;170
977;"2023-07-21";"social_media";140.44;82984;2163;150
978;"2023-07-21";"display_ads";87.48;98451;4115;25
979;"2023-07-21";"affiliate";55.64;56598;1862;177
980;"2023-07-22";"email";48.51;0;0;148
981;"2023-07-22";"paid_search";0.0;21480;2416;60
982;"2023-07-22";"social_media";181.91;23153;1553;178
983;"2023-07-22";"display_ads";120.81;32471;2378;190
984;"2023-07-22";"affiliate";87.06;98956;4793;43
985;"2023-07-23";"email";62.91;0;0;140
986;"2023-07-23";"paid_search";179.64;50890;367;14
987;"2023-07-23";"social_media";0.0;10308;3519;190
988;"2023-07-23";"display_ads";89.51;12165;1882;186
989;"2023-07-23";"affiliate";59.0;17055;3916;75
990;"2023-07-24";"email";63.68;0;0;51
991;"2023-07-24";"paid_search";211.87;12986;4975;138
992;"2023-07-24";"social_media";136.31;45038;2343;37
993;"2023-07-24";"display_ads";108.15;46683;1498;30
994;"2023-07-24";"affiliate";73.47;78798;475;150
995;"2023-07-25";"email";39.1;0;0;118
996;"2023-07-25";"paid_search";210.02;49797;2957;10
997;"2023-07-25";"social_media";107.47;49702;4167;21
998;"2023-07-25";"display_ads";73.23;22627;3536;22
999;"2023-07-25";"affiliate";94.34;10200;4040;88
1000;"2023-07-26";"email";61.71;0;0;105
1001;"2023-07-26";"paid_search";194.07;55096;4272;82
1002;"2023-07-26";"social_media";0.0;22984;891;52
1003;"2023-07-26";"display_ads";91.8;61385;2383;25
1004;"2023-07-26";"affiliate";81.37;68009;2729;76
1005;"2023-07-27";"email";37.77;0;0;55
1006;"2023-07-27";"paid_search";178.09;77677;1659;123
1007;"2023-07-27";"social_media";0.0;60721;1608;157
1008;"2023-07-27";"display_ads";107.45;61043;433;5
1009;"2023-07-27";"affiliate";87.05;15368;794;58
1010;"2023-07-28";"email";59.53;0;0;90
1011;"2023-07-28";"paid_search";250.72;24223;4066;92
1012;"2023-07-28";"social_media";168.68;14744;798;190
1013;"2023-07-28";"display_ads";118.75;97049;1317;93
1014;"2023-07-28";"affiliate";55.5;10426;1625;113
1015;"2023-07-29";"email";60.03;0;0;106
1016;"2023-07-29";"paid_search";242.34;46640;1536;146
1017;"2023-07-29";"social_media";149.02;58766;409;151
1018;"2023-07-29";"display_ads";101.0;37516;1079;93
1019;"2023-07-29";"affiliate";70.87;53272;2307;200
1020;"2023-07-30";"email";39.34;0;0;5
1021;"2023-07-30";"paid_search";163.62;58300;4263;34
1022;"2023-07-30";"social_media";148.55;36385;1882;62
1023;"2023-07-30";"display_ads";98.54;98568;412;143
1024;"2023-07-30";"affiliate";80.56;79160;1971;56
1025;"2023-07-31";"email";52.03;0;0;5
1026;"2023-07-31";"paid_search";155.52;69333;233;23
1027;"2023-07-31";"social_media";123.43;40660;4502;30
1028;"2023-07-31";"display_ads";117.09;66498;2362;26
1029;"2023-07-31";"affiliate";80.84;84578;3906;102
1030;"2023-08-01";"paid_search";144.45;51733;3994;119
1031;"2023-08-01";"social_media";132.58;54623;4418;165
1032;"2023-08-01";"display_ads";126.67;78578;4327;178
1033;"2023-08-01";"affiliate";87.83;55322;3405;26
1034;"2023-08-02";"email";54.21;0;0;123
1035;"2023-08-02";"affiliate";84.94;32371;3824;122
1036;"2023-03-08";"email";60.56;0;0;9
1037;"2023-08-03";"paid_search";0.0;35222;276;121
1038;"2023-08-03";"display_ads";123.44;63586;2063;117
1039;"2023-08-03";"affiliate";86.48;57538;2011;89
1040;"2023-08-04";"email";50.78;0;0;116
1041;"2023-08-04";"paid_search";229.88;48078;3961;86
1042;"2023-08-04";"display_ads";88.59;61930;210;25
1043;"2023-08-05";"email";41.32;0;0;92
