date,channel,spend_amount,impressions,clicks,conversions,currency
2023/04/11,email,61.8,,,20,usd
11-04-2023,paid_search,162.12,55148.0,3505.0,127,USD
04-11-2023,social_media,145.3,74362.0,2439.0,173,usd
2023-04-11,display_ads,127.87,58855.0,2913.0,33,$
2023/04/11,affiliate,92.34,64947.0,4186.0,181,USD
12-04-2023,email,42.45,,,192,
12-04-2023,paid_search,161.58,19658.0,1942.0,34,usd
12-04-2023,social_media,178.61,43760.0,1959.0,157,
04/12/2023,display_ads,118.3,91872.0,1338.0,168,$
2023/04/12,affiliate,75.68,14376.0,2038.0,149,usd
13-04-2023,email,59.91,,,90,USD
2023-04-13,paid_search,224.89,44236.0,4576.0,35,$
04/13/2023,social_media,120.27,97243.0,396.0,57,
2023-04-13,DISPLAY_ADS,96.34,23032.0,2101.0,179,
04/13/2023,affiliate,96.11,52307.0,3807.0,84,usd
04/14/2023,email,40.78,,,24,usd
14-04-2023,paid_search,233.18,74553.0,1721.0,49,usd
2023/04/14,social_media,105.67,96069.0,835.0,134,$
2023-04-14,display_ads,93.4,88094.0,4500.0,28,USD
04/14/2023,affiliate,57.06,87079.0,4422.0,124,usd
04/15/2023,email,56.35,,,101,
15-04-2023,paid_search,182.65,38221.0,273.0,109,$
04/15/2023,social_media,166.89,46846.0,215.0,198,usd
04-15-2023,display_ads,87.26,41419.0,267.0,168,$
04/15/2023,affiliate,61.84,73449.0,2153.0,82,$
04/16/2023,email,63.66,,,136,USD
16-04-2023,paid_search,194.98,55783.0,3638.0,138,USD
2023/04/16,social_media,127.19,52504.0,1704.0,47,
2023-04-16,display_ads,94.52,43708.0,1678.0,88,USD
04/16/2023,affiliate,65.62,83847.0,219.0,85,USD
2023/04/17,email,46.71,,,189,
04/17/2023,paid_search,,74619.0,477.0,148,USD
04-17-2023,social_media,181.75,31137.0,2667.0,156,$
17-04-2023,display_ads,95.91,88063.0,2872.0,139,usd
2023/04/17,affiliate,86.18,76892.0,1799.0,104,
04/18/2023,email,64.97,,,177,USD
2023/04/18,paid_search,189.22,83106.0,2247.0,120,
18-04-2023,social_media,176.47,91960.0,3394.0,123,
04-18-2023,display_ads,87.24,70069.0,2930.0,92,USD
04/18/2023,affiliate,58.95,25065.0,3379.0,182,$
2023-04-19,email,,,,120,$
2023-04-19,paid_search,238.32,67055.0,688.0,108,$
2023-04-19,social_media,114.14,93308.0,2431.0,8,USD
2023-04-19,display_ads,115.55,14501.0,758.0,46,
2023-04-19,affiliate,52.99,67395.0,3180.0,112,usd
2023-04-20,EMAIL,56.21,,,148,USD
2023/04/20,paid_search,236.97,97496.0,1905.0,111,USD
2023/04/20,social_media,117.96,75463.0,2385.0,132,usd
04/20/2023,display_ads,87.88,39266.0,359.0,177,USD
2023-04-20,affiliate,76.69,88264.0,4575.0,24,
04/21/2023,email,41.63,,,164,usd
2023-04-21,paid_search,217.3,35262.0,1588.0,72,
04-21-2023,social_media,118.72,22417.0,460.0,172,USD
21-04-2023,display_ads,113.27,90205.0,1849.0,200,USD
04-21-2023,affiliate,56.66,20469.0,3482.0,122,$
04-22-2023,email,62.47,,,121,USD
2023-04-22,paid_search,159.89,25993.0,4006.0,22,
2023/04/22,social_media,187.15,26821.0,4374.0,160,usd
22-04-2023,display_ads,72.67,17541.0,791.0,81,USD
22-04-2023,affiliate,68.97,77152.0,4128.0,193,USD
04-23-2023,email,48.87,,,28,
2023/04/23,paid_search,255.45,62761.0,3988.0,176,USD
04/23/2023,social_media,188.69,61753.0,4893.0,113,
2023-04-23,DISPLAY_ADS,75.73,67259.0,3129.0,79,$
2023-04-23,affiliate,57.16,75940.0,2276.0,28,usd
2023-04-24,email,36.78,,,27,USD
24-04-2023,paid_search,157.74,53694.0,3287.0,87,usd
24-04-2023,social_media,109.48,12879.0,1229.0,45,usd
04/24/2023,display_ads,96.77,39001.0,2867.0,192,USD
04/24/2023,affiliate,59.21,58107.0,3511.0,191,$
25-04-2023,email,59.41,,,134,usd
25-04-2023,paid_search,221.08,62091.0,578.0,76,usd
04/25/2023,social_media,106.66,69536.0,4203.0,170,usd
2023-04-25,display_ads,73.59,58903.0,3707.0,177,$
2023/04/25,affiliate,90.36,36349.0,3570.0,117,usd
04/26/2023,email,61.5,,,108,USD
04-26-2023,paid_search,185.49,96500.0,4033.0,96,usd
2023-04-26,social_media,121.16,89455.0,3801.0,152,$
2023/04/26,display_ads,122.88,69883.0,3201.0,23,$
26-04-2023,affiliate,68.85,75073.0,1794.0,105,usd
04-27-2023,email,52.2,,,32,$
04/27/2023,paid_search,173.97,78434.0,4662.0,64,$
04-27-2023,social_media,143.34,63417.0,3950.0,122,usd
2023-04-27,display_ads,77.86,21566.0,1270.0,142,usd
2023-04-27,affiliate,55.42,10558.0,1423.0,84,
2023-04-28,email,55.59,,,192,$
2023/04/28,paid_search,148.26,17645.0,3444.0,134,usd
04-28-2023,social_media,194.87,65300.0,170.0,89,usd
28-04-2023,display_ads,122.62,58359.0,4187.0,23,$
28-04-2023,affiliate,90.97,42918.0,336.0,39,$
2023-04-29,email,53.11,,,76,$
29-04-2023,paid_search,192.71,85758.0,1629.0,170,usd
2023/04/29,social_media,110.43,11229.0,504.0,191,
29-04-2023,display_ads,85.61,37950.0,2624.0,83,
04/29/2023,affiliate,78.3,58396.0,3093.0,106,
04-30-2023,email,48.4,,,73,$
04-30-2023,paid_search,180.07,98095.0,4125.0,115,$
30-04-2023,social_media,127.52,30355.0,3350.0,163,usd
30-04-2023,display_ads,90.8,38553.0,2620.0,109,$
30-04-2023,affiliate,62.1,46888.0,1765.0,185,$
05/01/2023,email,,,,60,usd
05-01-2023,paid_search,154.31,12266.0,2876.0,85,usd
05/01/2023,SOCIAL_MEDIA,115.11,53856.0,2228.0,15,usd
2023-05-01,display_ads,95.81,91927.0,4627.0,33,
05/01/2023,affiliate,70.47,30397.0,2685.0,87,$
05-02-2023,email,62.12,,,37,
02-05-2023,paid_search,144.13,49156.0,585.0,74,usd
02-05-2023,social_media,188.35,70759.0,665.0,122,USD
05/02/2023,display_ads,128.93,56334.0,3346.0,22,usd
2023-05-02,AFFILIATE,79.08,99942.0,1900.0,121,$
03-05-2023,email,46.76,,,50,$
05/03/2023,paid_search,149.35,42087.0,1140.0,25,USD
2023/05/03,social_media,116.59,76893.0,4976.0,149,USD
2023-05-03,display_ads,87.82,78462.0,2881.0,130,USD
05/03/2023,affiliate,74.01,40291.0,799.0,68,usd
05-04-2023,EMAIL,45.82,,,156,USD
05/04/2023,paid_search,186.47,67293.0,2007.0,11,$
05/04/2023,social_media,106.35,45650.0,753.0,92,usd
2023-05-04,display_ads,116.5,56342.0,2716.0,152,usd
2023/05/04,affiliate,67.19,72944.0,684.0,90,USD
05-05-2023,email,42.38,,,32,$
05-05-2023,paid_search,190.3,65112.0,3205.0,168,
2023-05-05,social_media,193.81,29205.0,2469.0,95,$
2023/05/05,display_ads,82.04,27961.0,1059.0,199,usd
05/05/2023,affiliate,91.24,44330.0,1315.0,186,usd
05-06-2023,email,56.79,,,125,$
2023/05/06,paid_search,188.19,82582.0,3742.0,152,$
2023/05/06,social_media,124.27,93273.0,3519.0,134,USD
06-05-2023,display_ads,114.03,32491.0,4640.0,79,usd
05-06-2023,AFFILIATE,56.57,21875.0,752.0,173,usd
2023-05-07,email,52.82,,,196,USD
05/07/2023,paid_search,212.65,21169.0,1005.0,63,usd
07-05-2023,social_media,146.31,71324.0,2455.0,75,
2023-05-07,display_ads,103.37,77179.0,4145.0,117,$
07-05-2023,affiliate,96.52,47683.0,1639.0,43,$
05-08-2023,email,56.26,,,100,
08-05-2023,paid_search,244.84,38046.0,2918.0,169,usd
2023/05/08,social_media,194.37,14178.0,2092.0,75,USD
2023/05/08,display_ads,115.0,62190.0,2215.0,123,USD
2023/05/08,affiliate,65.25,10634.0,3828.0,20,$
05/09/2023,email,48.61,,,26,usd
2023-05-09,paid_search,210.58,91999.0,1704.0,59,usd
2023/05/09,social_media,121.58,49013.0,3554.0,115,
09-05-2023,display_ads,111.03,56262.0,3156.0,81,
2023/05/09,affiliate,67.26,21063.0,3664.0,67,$
2023-05-10,email,39.77,,,5,usd
05-10-2023,paid_search,218.82,32938.0,3381.0,40,USD
2023-05-10,social_media,158.4,24724.0,3782.0,156,USD
2023-05-10,display_ads,95.6,95871.0,2613.0,97,USD
05/10/2023,affiliate,85.34,97126.0,4219.0,33,USD
05/11/2023,email,53.52,,,154,USD
11-05-2023,paid_search,161.13,11626.0,3920.0,190,usd
05-11-2023,social_media,163.35,26783.0,4635.0,97,$
2023/05/11,display_ads,70.23,22803.0,679.0,141,$
11-05-2023,affiliate,87.88,91128.0,3439.0,180,USD
2023-05-12,email,44.99,,,194,USD
2023-05-12,paid_search,179.65,81286.0,1214.0,127,
05/12/2023,social_media,186.86,56339.0,4292.0,158,
12-05-2023,display_ads,85.18,37475.0,994.0,8,
05/12/2023,affiliate,75.16,94326.0,588.0,104,USD
2023-05-13,email,36.57,,,197,USD
2023/05/13,paid_search,208.25,25589.0,1579.0,198,usd
2023/05/13,social_media,175.76,80017.0,2144.0,190,$
05/13/2023,display_ads,90.74,74180.0,1949.0,160,usd
05/13/2023,affiliate,66.31,79121.0,1446.0,110,
05-14-2023,email,43.15,,,47,$
2023-05-14,paid_search,163.12,12524.0,4991.0,150,USD
2023-05-14,SOCIAL_MEDIA,170.0,12929.0,2986.0,55,USD
2023-05-14,DISPLAY_ADS,112.16,83866.0,1136.0,173,USD
2023/05/14,affiliate,82.66,31981.0,3245.0,14,$
2023-05-15,email,52.0,,,196,usd
2023/05/15,paid_search,164.52,14906.0,314.0,197,
05-15-2023,social_media,142.39,14939.0,1152.0,52,
15-05-2023,display_ads,112.41,85696.0,2684.0,61,usd
2023/05/15,affiliate,75.2,48109.0,4502.0,42,$
2023-05-16,email,37.42,,,142,usd
2023-05-16,paid_search,231.74,45569.0,126.0,95,usd
16-05-2023,social_media,177.81,97484.0,2786.0,105,
2023-05-16,display_ads,108.72,88056.0,137.0,157,usd
05/16/2023,affiliate,54.21,83270.0,2851.0,173,USD
2023-05-17,email,44.79,,,98,
05/17/2023,paid_search,224.39,38837.0,1201.0,68,$
05-17-2023,social_media,158.89,31951.0,1084.0,134,usd
05/17/2023,DISPLAY_ADS,126.41,45994.0,4160.0,141,
2023/05/17,affiliate,69.38,64813.0,1919.0,65,
05-18-2023,email,54.95,,,192,usd
2023/05/18,paid_search,255.17,37876.0,3141.0,161,$
18-05-2023,social_media,125.4,27970.0,4061.0,52,
2023/05/18,display_ads,128.19,77540.0,3511.0,123,
18-05-2023,affiliate,73.67,93797.0,3518.0,90,USD
19-05-2023,email,41.08,,,54,USD
05-19-2023,paid_search,159.56,38140.0,1457.0,166,USD
2023-05-19,social_media,135.86,26915.0,825.0,175,usd
05/19/2023,display_ads,122.13,19460.0,2233.0,14,
05/19/2023,affiliate,86.62,93422.0,1639.0,29,$
20-05-2023,email,59.49,,,125,
20-05-2023,paid_search,178.91,91084.0,1254.0,147,
05-20-2023,social_media,175.01,28647.0,4558.0,128,
05/20/2023,display_ads,71.59,31003.0,2892.0,152,$
20-05-2023,affiliate,69.65,95426.0,1642.0,67,USD
05-21-2023,email,56.99,,,111,
21-05-2023,paid_search,224.96,27670.0,2165.0,165,usd
2023-05-21,social_media,186.84,31320.0,3457.0,165,
05/21/2023,display_ads,92.1,25426.0,503.0,181,
2023/05/21,affiliate,59.93,64356.0,3905.0,46,usd
05-22-2023,email,63.01,,,182,usd
2023/05/22,paid_search,151.46,34279.0,2121.0,152,USD
2023/05/22,social_media,114.57,70077.0,1985.0,28,
22-05-2023,display_ads,81.09,80783.0,4370.0,23,$
2023/05/22,affiliate,91.77,72463.0,2873.0,130,$
05-23-2023,email,,,,20,$
2023-05-23,paid_search,203.03,21387.0,1800.0,107,usd
2023-05-23,SOCIAL_MEDIA,191.7,61830.0,4290.0,143,$
2023/05/23,display_ads,99.1,26082.0,2260.0,191,
23-05-2023,affiliate,74.39,91066.0,2921.0,143,USD
24-05-2023,email,36.0,,,71,
24-05-2023,paid_search,170.52,44282.0,4675.0,103,$
2023-05-24,social_media,185.13,92643.0,3557.0,194,
24-05-2023,display_ads,120.77,82323.0,3585.0,141,usd
2023-05-24,affiliate,56.44,85638.0,4882.0,57,usd
05/25/2023,email,49.88,,,124,
05/25/2023,paid_search,227.06,27596.0,3153.0,45,USD
2023/05/25,social_media,183.1,73105.0,2847.0,46,
05-25-2023,display_ads,84.67,21592.0,4520.0,60,USD
25-05-2023,affiliate,58.49,30431.0,3318.0,50,
05-26-2023,email,,,,85,USD
05/26/2023,paid_search,205.29,86819.0,2721.0,182,USD
2023/05/26,social_media,184.56,24183.0,3902.0,173,
2023/05/26,display_ads,109.9,89348.0,2848.0,14,
05-26-2023,affiliate,63.36,21323.0,3126.0,49,$
27-05-2023,email,52.87,,,43,$
05-27-2023,paid_search,213.66,18562.0,1381.0,170,
05-27-2023,social_media,166.56,40807.0,3625.0,171,$
2023-05-27,display_ads,,19598.0,2792.0,117,
2023-05-27,affiliate,63.08,15639.0,1988.0,195,usd
28-05-2023,email,61.45,,,101,$
2023/05/28,paid_search,246.43,89287.0,1943.0,88,$
2023/05/28,social_media,118.56,41022.0,299.0,147,$
2023/05/28,display_ads,85.21,46014.0,764.0,60,USD
2023/05/28,affiliate,75.71,16083.0,3152.0,155,
05-29-2023,email,42.35,,,142,$
05/29/2023,paid_search,184.71,76874.0,1360.0,54,
2023/05/29,social_media,133.05,65034.0,4059.0,111,USD
05/29/2023,display_ads,123.74,97072.0,4104.0,161,USD
05-29-2023,affiliate,52.6,58253.0,1622.0,199,USD
2023/05/30,email,50.01,,,62,
05-30-2023,paid_search,153.48,29326.0,3392.0,102,usd
05-30-2023,social_media,137.39,63340.0,1307.0,20,USD
05/30/2023,display_ads,129.08,47876.0,2599.0,92,$
05/30/2023,affiliate,62.01,99937.0,2941.0,150,usd
31-05-2023,email,57.0,,,145,USD
31-05-2023,paid_search,197.64,20697.0,112.0,66,USD
2023/05/31,social_media,136.6,62772.0,724.0,198,$
2023-05-31,display_ads,92.47,80462.0,3914.0,5,
2023/05/31,affiliate,56.77,60899.0,3317.0,64,$
01-06-2023,email,46.4,,,177,usd
01-06-2023,paid_search,193.22,19038.0,3353.0,11,$
06-01-2023,social_media,114.05,86363.0,2103.0,154,USD
06-01-2023,display_ads,118.5,47413.0,3027.0,148,usd
06-01-2023,affiliate,95.91,79277.0,4735.0,177,usd
2023-06-02,email,36.83,,,29,usd
06-02-2023,paid_search,152.93,45944.0,4454.0,106,$
2023-06-02,social_media,176.99,31470.0,1637.0,17,
2023/06/02,display_ads,124.89,52064.0,2563.0,51,USD
2023/06/02,affiliate,70.17,24427.0,4954.0,60,USD
2023-06-03,email,,,,168,USD
06/03/2023,paid_search,251.95,76393.0,2539.0,86,
06-03-2023,social_media,148.14,31220.0,4913.0,89,
06-03-2023,display_ads,82.0,35223.0,1762.0,179,$
2023/06/03,affiliate,66.01,10453.0,1783.0,183,
06/04/2023,email,38.21,,,155,
2023-06-04,paid_search,192.52,66049.0,1396.0,158,USD
06/04/2023,social_media,164.24,76820.0,737.0,187,
2023-06-04,display_ads,106.66,90321.0,3645.0,189,usd
06-04-2023,affiliate,66.03,33450.0,2077.0,57,usd
06/05/2023,email,39.69,,,162,USD
05-06-2023,PAID_SEARCH,200.79,83758.0,2033.0,54,USD
2023-06-05,social_media,149.82,85627.0,1368.0,130,$
06-05-2023,DISPLAY_ADS,125.89,91860.0,1417.0,130,$
06-05-2023,affiliate,84.89,61083.0,2937.0,80,$
06/06/2023,email,49.07,,,40,USD
2023/06/06,paid_search,176.57,52756.0,678.0,128,usd
2023/06/06,social_media,175.96,33310.0,4542.0,108,USD
2023-06-06,display_ads,97.29,70976.0,3097.0,157,
06-06-2023,affiliate,58.37,60974.0,1484.0,64,
06/07/2023,email,41.12,,,97,USD
2023-06-07,paid_search,197.35,70687.0,527.0,88,usd
07-06-2023,social_media,140.6,76247.0,2365.0,101,USD
07-06-2023,display_ads,126.93,49839.0,3984.0,30,$
06-07-2023,affiliate,66.29,45652.0,4743.0,10,
06/08/2023,email,64.88,,,36,$
08-06-2023,paid_search,193.52,88425.0,1284.0,19,$
06-08-2023,social_media,110.69,94400.0,4903.0,78,usd
06-08-2023,display_ads,116.97,62364.0,2755.0,197,usd
2023-06-08,affiliate,72.46,27103.0,2047.0,137,$
09-06-2023,EMAIL,46.21,,,177,
06/09/2023,paid_search,234.81,90673.0,3644.0,51,usd
06-09-2023,SOCIAL_MEDIA,,71766.0,3962.0,67,$
06/09/2023,display_ads,108.85,20925.0,1267.0,110,USD
06/09/2023,affiliate,92.03,28271.0,3072.0,142,USD
06/10/2023,email,50.68,,,82,$
2023/06/10,paid_search,185.56,42300.0,753.0,12,usd
10-06-2023,social_media,151.31,96229.0,947.0,20,
10-06-2023,display_ads,,42441.0,4390.0,91,usd
06/10/2023,AFFILIATE,82.27,77899.0,1832.0,145,USD
2023/06/11,email,56.98,,,36,usd
06-11-2023,paid_search,240.73,99644.0,1492.0,22,usd
06/11/2023,social_media,132.36,59552.0,2467.0,159,usd
2023-06-11,display_ads,79.5,90631.0,3728.0,116,
2023-06-11,affiliate,58.63,19299.0,298.0,131,
12-06-2023,email,64.73,,,111,
12-06-2023,paid_search,149.41,83403.0,4501.0,108,usd
2023/06/12,social_media,119.51,78581.0,4835.0,158,USD
2023/06/12,display_ads,85.27,95824.0,214.0,168,$
06/12/2023,AFFILIATE,68.22,14966.0,1905.0,106,
2023/06/13,email,53.73,,,117,
06/13/2023,paid_search,182.33,64354.0,3542.0,16,
06/13/2023,social_media,181.85,86039.0,1984.0,47,
13-06-2023,display_ads,113.53,61663.0,410.0,42,usd
2023-06-13,affiliate,62.3,70549.0,1666.0,185,$
2023-06-14,email,35.95,,,98,USD
14-06-2023,paid_search,203.35,73960.0,357.0,143,$
2023-06-14,social_media,136.04,44482.0,3261.0,179,
06/14/2023,display_ads,124.01,99492.0,3132.0,115,USD
2023/06/14,affiliate,67.34,73903.0,1366.0,116,
06-15-2023,email,41.2,,,81,usd
2023/06/15,paid_search,221.43,26981.0,2476.0,131,
2023-06-15,social_media,145.61,25225.0,3593.0,93,USD
2023/06/15,display_ads,128.72,86771.0,2381.0,149,usd
2023-06-15,affiliate,93.06,57017.0,4002.0,30,usd
2023/06/16,email,41.93,,,28,USD
06/16/2023,paid_search,167.78,37651.0,3662.0,175,USD
2023-06-16,social_media,183.17,87550.0,1821.0,75,USD
16-06-2023,display_ads,119.27,71410.0,2553.0,91,usd
06/16/2023,affiliate,96.97,60530.0,4683.0,82,$
2023/06/17,email,37.13,,,108,usd
2023/06/17,paid_search,185.43,90436.0,4000.0,32,USD
17-06-2023,social_media,108.58,19773.0,3633.0,186,$
17-06-2023,display_ads,89.87,51222.0,4258.0,119,$
2023-06-17,affiliate,83.94,54656.0,4334.0,159,
06-18-2023,email,58.75,,,131,usd
2023/06/18,paid_search,154.4,71728.0,1267.0,79,usd
18-06-2023,social_media,155.49,51129.0,1182.0,34,usd
06-18-2023,display_ads,92.25,34945.0,684.0,120,
06-18-2023,affiliate,65.6,47746.0,2634.0,169,$
2023-06-19,email,37.99,,,185,usd
2023/06/19,paid_search,240.56,23655.0,3641.0,27,$
06/19/2023,social_media,180.8,65325.0,4522.0,50,USD
06/19/2023,display_ads,72.91,66952.0,1147.0,94,USD
2023/06/19,affiliate,54.36,88858.0,604.0,66,$
06/20/2023,email,43.91,,,11,
06/20/2023,paid_search,254.25,36848.0,1432.0,74,$
2023-06-20,social_media,133.46,79998.0,433.0,107,USD
20-06-2023,display_ads,82.81,14050.0,3416.0,135,
06/20/2023,affiliate,85.93,85915.0,4857.0,116,usd
21-06-2023,email,35.36,,,90,usd
06-21-2023,paid_search,217.08,99512.0,2914.0,93,USD
2023-06-21,social_media,113.18,36061.0,4766.0,29,$
06-21-2023,display_ads,86.13,56676.0,2035.0,173,
06-21-2023,affiliate,58.62,71862.0,2620.0,121,usd
06-22-2023,email,63.42,,,127,$
2023/06/22,paid_search,205.4,29224.0,1471.0,108,
22-06-2023,social_media,130.48,41637.0,1030.0,200,usd
2023/06/22,display_ads,76.13,28846.0,3187.0,84,usd
06/22/2023,affiliate,96.78,88097.0,3868.0,108,USD
06/23/2023,EMAIL,44.14,,,192,usd
06/23/2023,paid_search,223.51,51315.0,743.0,191,$
2023-06-23,social_media,140.52,91168.0,3431.0,66,
06-23-2023,display_ads,114.14,19445.0,532.0,109,$
2023/06/23,affiliate,78.95,34357.0,186.0,28,
06/24/2023,email,54.29,,,186,usd
2023/06/24,paid_search,159.59,67266.0,667.0,81,usd
2023/06/24,social_media,149.8,64487.0,4709.0,44,usd
06/24/2023,display_ads,99.8,63407.0,1961.0,67,$
2023/06/24,affiliate,77.8,21244.0,956.0,74,$
25-06-2023,email,39.93,,,69,usd
25-06-2023,paid_search,180.41,25640.0,1267.0,119,
06/25/2023,social_media,122.4,93083.0,1937.0,121,usd
2023/06/25,display_ads,101.83,98561.0,2154.0,141,usd
06-25-2023,affiliate,77.08,94693.0,4529.0,141,
06/26/2023,EMAIL,49.04,,,97,$
2023/06/26,paid_search,232.85,13529.0,2594.0,150,usd
06-26-2023,social_media,121.04,49602.0,1534.0,52,$
26-06-2023,display_ads,93.26,89618.0,3408.0,27,usd
26-06-2023,affiliate,80.33,38627.0,656.0,66,
2023/06/27,email,64.05,,,27,USD
2023/06/27,paid_search,170.33,20804.0,3910.0,24,$
2023-06-27,social_media,131.79,21365.0,204.0,113,usd
06-27-2023,display_ads,127.15,58709.0,4893.0,153,usd
2023-06-27,affiliate,71.67,80599.0,419.0,146,USD
06/28/2023,email,44.38,,,30,
2023-06-28,paid_search,167.76,98084.0,2298.0,197,$
06-28-2023,social_media,129.2,22497.0,4657.0,96,usd
2023/06/28,display_ads,,31202.0,966.0,100,$
2023/06/28,affiliate,96.51,19667.0,751.0,17,
2023-06-29,email,62.73,,,41,$
2023/06/29,paid_search,150.65,84256.0,4400.0,112,$
29-06-2023,social_media,110.38,76707.0,4950.0,50,
2023/06/29,display_ads,75.42,49410.0,4619.0,104,USD
2023/06/29,affiliate,72.08,95551.0,4904.0,163,$
2023-06-30,email,45.2,,,191,USD
30-06-2023,paid_search,195.1,56917.0,2440.0,189,usd
2023/06/30,social_media,194.72,41472.0,2720.0,110,$
30-06-2023,DISPLAY_ADS,93.89,89593.0,1411.0,52,USD
30-06-2023,affiliate,,87807.0,4820.0,69,USD
01-07-2023,email,51.52,,,173,
07/01/2023,paid_search,198.52,89572.0,4247.0,180,USD
07/01/2023,social_media,144.74,48997.0,1867.0,120,USD
2023/07/01,display_ads,98.07,47580.0,388.0,142,usd
2023/07/01,AFFILIATE,89.55,16070.0,481.0,137,$
2023-07-02,email,,,,150,USD
07-02-2023,paid_search,186.31,71649.0,4631.0,35,usd
07-02-2023,social_media,169.34,75355.0,2559.0,185,USD
07/02/2023,display_ads,123.24,55826.0,3804.0,79,USD
07-02-2023,affiliate,71.41,83646.0,4145.0,36,usd
07/03/2023,EMAIL,54.74,,,167,$
2023-07-03,paid_search,150.16,17366.0,2086.0,67,usd
2023/07/03,social_media,122.61,73667.0,1989.0,188,
2023-07-03,display_ads,119.47,96015.0,182.0,29,$
03-07-2023,affiliate,68.73,86197.0,834.0,79,usd
07/04/2023,email,46.73,,,35,usd
2023-07-04,paid_search,182.09,12544.0,4977.0,54,$
2023/07/04,social_media,135.54,34176.0,4287.0,173,usd
07/04/2023,display_ads,118.54,98661.0,317.0,134,usd
2023/07/04,affiliate,62.7,71654.0,1561.0,175,USD
2023/07/05,email,,,,149,$
07-05-2023,paid_search,243.82,87167.0,1409.0,196,USD
07-05-2023,social_media,153.16,78108.0,923.0,181,
2023/07/05,display_ads,72.31,33710.0,2726.0,48,USD
05-07-2023,affiliate,92.62,57846.0,4866.0,179,
06-07-2023,email,39.41,,,72,USD
07-06-2023,paid_search,196.67,12606.0,3490.0,29,
2023/07/06,social_media,129.94,60205.0,3619.0,61,usd
2023/07/06,display_ads,92.31,99699.0,4248.0,136,USD
2023-07-06,affiliate,65.47,37781.0,4755.0,68,usd
07-07-2023,email,35.22,,,126,usd
2023-07-07,paid_search,182.3,42566.0,354.0,48,
2023-07-07,social_media,108.48,26821.0,4926.0,155,
07/07/2023,display_ads,128.18,53890.0,2962.0,37,usd
07/07/2023,affiliate,66.11,16446.0,1041.0,200,
2023/07/08,email,45.9,,,57,usd
08-07-2023,paid_search,142.89,35865.0,2466.0,33,USD
08-07-2023,social_media,164.28,13316.0,746.0,73,$
07/08/2023,display_ads,74.79,47175.0,1333.0,107,$
08-07-2023,affiliate,63.04,74873.0,3385.0,126,USD
2023-07-09,email,43.03,,,151,
07/09/2023,paid_search,234.78,47153.0,1656.0,19,usd
2023-07-09,social_media,125.94,80422.0,2902.0,187,$
2023/07/09,display_ads,77.85,32696.0,1250.0,158,
09-07-2023,affiliate,88.19,81119.0,841.0,124,$
2023/07/10,email,56.46,,,46,usd
2023-07-10,paid_search,254.79,77976.0,3501.0,184,
2023/07/10,social_media,187.73,91925.0,4460.0,178,$
07/10/2023,display_ads,112.45,48975.0,2762.0,176,$
07/10/2023,affiliate,94.44,94628.0,1034.0,124,USD
07/11/2023,email,59.19,,,186,$
11-07-2023,paid_search,200.53,65235.0,3025.0,63,$
07/11/2023,social_media,156.01,34861.0,2539.0,40,
07/11/2023,display_ads,116.79,39358.0,1792.0,64,USD
2023-07-11,affiliate,57.37,35250.0,4598.0,164,usd
12-07-2023,email,61.59,,,114,
07-12-2023,paid_search,223.12,71677.0,1479.0,171,
07/12/2023,social_media,176.57,63867.0,1586.0,73,$
07-12-2023,display_ads,123.42,65431.0,2306.0,15,USD
2023-07-12,affiliate,68.62,24406.0,1348.0,145,USD
07/13/2023,email,53.11,,,194,
07/13/2023,paid_search,205.25,23014.0,3127.0,13,
2023/07/13,social_media,194.71,87048.0,385.0,129,USD
2023/07/13,display_ads,114.86,15469.0,1764.0,141,$
2023/07/13,affiliate,87.34,59783.0,2666.0,22,USD
07/14/2023,email,50.21,,,183,
07/14/2023,paid_search,256.58,69336.0,1773.0,87,USD
2023-07-14,social_media,189.46,29236.0,2658.0,27,
2023/07/14,display_ads,103.76,37559.0,3706.0,97,USD
2023/07/14,affiliate,54.78,23772.0,4900.0,17,
2023-07-15,email,52.35,,,193,
15-07-2023,paid_search,184.23,76342.0,4912.0,84,$
07-15-2023,social_media,105.54,61232.0,252.0,142,
07-15-2023,display_ads,89.33,63674.0,3896.0,50,$
07-15-2023,affiliate,52.98,69455.0,4155.0,174,
2023-07-16,email,41.15,,,163,$
07-16-2023,paid_search,198.47,35961.0,3103.0,137,USD
16-07-2023,social_media,189.38,69631.0,4095.0,189,USD
2023/07/16,display_ads,109.14,73179.0,2624.0,169,
16-07-2023,affiliate,62.65,96254.0,1205.0,87,usd
07/17/2023,email,59.24,,,54,usd
17-07-2023,PAID_SEARCH,212.68,40240.0,1938.0,162,$
2023-07-17,social_media,181.16,18377.0,4538.0,133,
17-07-2023,DISPLAY_ADS,119.45,85626.0,1062.0,63,usd
17-07-2023,AFFILIATE,57.83,62785.0,3294.0,72,$
2023/07/18,email,50.25,,,78,usd
07-18-2023,paid_search,183.84,68614.0,1976.0,75,$
07-18-2023,social_media,185.99,24140.0,1723.0,38,usd
07-18-2023,display_ads,96.15,25340.0,2899.0,115,$
07/18/2023,affiliate,69.04,91763.0,4246.0,175,usd
2023/07/19,email,48.35,,,35,usd
19-07-2023,paid_search,256.45,19144.0,3738.0,136,
2023-07-19,social_media,119.21,76897.0,661.0,83,USD
2023-07-19,display_ads,,60820.0,4831.0,138,$
07-19-2023,AFFILIATE,55.68,97162.0,2937.0,144,
