transaction_id,customer_id,transaction_date,revenue,quantity,product_category,discount_applied,payment_method,order_status,source_channel,campaign_id
12784,1028,07-31-2024,99.81,10.0,Clothing,,,Completed,organic,1010.0
12785,1336,21-12-2024,211.23,0.0,CLOTHING,0.28,,COMPLETED,email,1030.0
12786,2966,2023/08/15,355.41,6.0,CLOTHING,0.28,credit card,completed,email,
12787,1281,04/08/2024,242.55,1.0,,0.19,,Pending,paid_search,1022.0
12788,331,08/18/2023,118.79,5.0,CLOTHING,,PAYPAL,Refunded,direct,1016.0
12789,1969,2023-07-23,365.71,6.0,electronics,0.23,PAYPAL,Pending,email,
12790,4853,2023/03/22,374.27,6.0,electronics,0.28,PayPal,Cancelled,,
12791,3663,03-29-2023,76.88,2.0,Home & Garden,0.15,PayPal,Completed,email,1002.0
12792,2566,01-26-2023,215.08,1.0,Electronics,0.29,PAYPAL,completed,direct,
12793,3572,08-21-2024,-50,8.0,CLOTHING,0.22,PayPal,Completed,email,
12794,4982,15-07-2023,85.8,1.0,,0.21,PAYPAL,Cancelled,,1046.0
12795,2858,2024/04/22,163.75,6.0,electronics,,PayPal,Pending,organic,1012.0
12796,865,18-07-2024,350.91,2.0,,0.14,PayPal,Completed,EMAIL,1017.0
12797,2701,2024-01-08,259.26,7.0,Electronics,0.17,PayPal,Cancelled,email,
12798,4262,2023/06/10,161.34,1.0,Clothing,0.21,PAYPAL,Pending,organic,
12799,2985,04/14/2023,305.35,2.0,Electronics,,PayPal,Cancelled,EMAIL,
12800,2075,2023-09-16,N/A,10.0,electronics,,PayPal,completed,Email,
12801,2636,2023/04/16,0,4.0,Clothing,0.19,Debit,completed,paid_search,
12802,3810,2024/11/29,67.08,9.0,Clothing,0.03,credit card,Refunded,EMAIL,1037.0
12803,2405,2023/05/08,203.12,9.0,Home & Garden,0.22,,completed,EMAIL,1014.0
12804,1640,18-12-2024,28.97,9.0,Electronics,,,Completed,email,1047.0
12805,4324,2024-07-10,243.58,4.0,electronics,0.06,credit card,COMPLETED,social,1000.0
12806,1985,01-04-2024,215.49,7.0,,0.11,Debit,Pending,Email,1032.0
12807,1338,07-01-2023,29.99,-1.0,,0.07,,Pending,organic,1018.0
12808,61,10/31/2024,31.06,5.0,Clothing,0.29,PayPal,completed,Email,1036.0
12809,2681,07-05-2024,264.39,8.0,Electronics,0.22,credit card,Completed,organic,
12810,2345,09/27/2024,133.97,7.0,electronics,0.05,,Completed,Email,
12811,3922,2024/05/19,198.04,4.0,Home & Garden,0.1,Credit Card,Pending,email,
12812,2951,09-04-2023,428.25,1.0,electronics,0.2,Credit Card,completed,social,
12813,2323,02/25/2023,366.48,7.0,CLOTHING,0.07,PAYPAL,Cancelled,,
12814,1899,2024/05/16,439.66,1.0,Electronics,0.22,Debit,Refunded,paid_search,
12815,1599,01/09/2024,149.9,10.0,electronics,0.24,PayPal,Completed,email,
12816,2854,01/02/2023,194.81,10.0,Clothing,0.06,Debit,Cancelled,EMAIL,1042.0
12817,3349,2024-03-14,279.48,6.0,Home & Garden,,Debit,Cancelled,email,
12818,6,10/28/2023,109.36,5.0,,,,Completed,direct,1034.0
12819,1914,2023-05-12,98.38,10.0,Clothing,0.11,,Completed,direct,1034.0
12820,1307,13-10-2023,423.51,4.0,CLOTHING,,PayPal,completed,direct,1012.0
12821,3525,2024-01-03,34.19,10.0,Clothing,0.12,Debit,Pending,EMAIL,1018.0
12822,871,07-07-2024,289.91,10.0,Clothing,0.27,PAYPAL,Cancelled,,
12823,1437,26-10-2023,411.77,5.0,Electronics,0.12,PAYPAL,completed,social,
12824,1290,05-12-2024,246.4,5.0,Home & Garden,,PayPal,Refunded,EMAIL,
12825,4136,2023-01-22,320.57,1.0,,,credit card,Pending,organic,
12826,462,2023-08-25,377.11,8.0,CLOTHING,0.06,,completed,direct,
12827,1768,08/30/2024,238.51,7.0,Home & Garden,0.24,PayPal,completed,email,1039.0
12828,3534,2024/11/10,273.55,2.0,Electronics,,credit card,completed,direct,1013.0
12829,1784,16-09-2023,441.65,6.0,electronics,0.3,,COMPLETED,direct,1026.0
12830,2249,28-04-2023,424.94,8.0,electronics,0.07,credit card,COMPLETED,direct,
12831,3960,02-23-2024,308.4,3.0,,,,Cancelled,EMAIL,
12832,3110,2024-01-08,304.07,6.0,Clothing,0.16,,Refunded,EMAIL,
12833,4124,2023-10-17,107.33,3.0,electronics,,Credit Card,Refunded,Email,
12834,3424,2024/06/13,471.66,6.0,CLOTHING,,Debit,Refunded,,
12835,2292,2023-12-20,379.82,8.0,Home & Garden,0.17,PayPal,Cancelled,social,1009.0
12836,864,2023-11-10,370.73,7.0,electronics,0.02,Credit Card,COMPLETED,social,
12837,3319,2023/11/04,382.27,1.0,,0.2,Credit Card,Completed,,1003.0
12838,3914,06-25-2024,234.48,7.0,,0.13,Debit,Completed,,1031.0
12839,531,05/05/2023,437.07,6.0,Electronics,0.11,,Refunded,EMAIL,
12840,1400,06-03-2023,362.77,6.0,CLOTHING,0.09,credit card,Pending,EMAIL,1006.0
12841,505,2023-01-22,196.64,10.0,,0.08,PayPal,COMPLETED,Email,1005.0
12842,3110,24-12-2023,277.4,4.0,Electronics,0.21,credit card,Cancelled,Email,
12843,1718,16-08-2024,117.56,2.0,,0.16,PAYPAL,Pending,email,
12844,3712,02/15/2023,135.62,6.0,Electronics,,,completed,social,
12845,366,03/21/2024,262.59,4.0,Electronics,0.23,Credit Card,Completed,organic,
12846,680,2023/11/13,176.04,,,,,Pending,paid_search,
12847,4974,12-06-2024,316.74,9.0,electronics,0.02,PAYPAL,COMPLETED,organic,1021.0
12848,1080,03/19/2023,362.24,10.0,Electronics,0.27,PAYPAL,COMPLETED,social,1038.0
12849,1384,01/21/2024,219.8,0.0,,,credit card,Completed,Email,
12850,2779,01/03/2024,136.31,1.0,Home & Garden,,credit card,Completed,Email,1028.0
12851,1399,05-11-2023,350.37,8.0,Clothing,,,Pending,Email,
12852,3762,07/29/2024,268.45,4.0,Electronics,0.01,Debit,Cancelled,Email,
12853,3508,2024/10/13,344.91,10.0,electronics,,credit card,COMPLETED,organic,
12854,4460,2024-04-12,371.91,9.0,Home & Garden,0.1,,Completed,social,
12855,1969,2023-08-14,483.88,5.0,electronics,0.22,PayPal,Completed,Email,
12856,3512,2023/06/30,383.6,5.0,Electronics,,Credit Card,completed,direct,
12857,3873,10-01-2023,458.01,4.0,,,PayPal,Refunded,Email,
12858,4646,29-01-2024,199.27,9.0,,0.19,PAYPAL,Completed,paid_search,1037.0
12859,3643,10-11-2023,123.32,0.0,Home & Garden,0.06,credit card,completed,EMAIL,1025.0
12860,4164,2024/05/14,81.11,7.0,Electronics,,Credit Card,Refunded,organic,
12861,2797,07-09-2024,253.01,2.0,electronics,,credit card,Cancelled,paid_search,
12862,2991,12-03-2023,69.74,7.0,Clothing,,PAYPAL,Refunded,direct,1038.0
12863,411,01-03-2023,462.06,5.0,Clothing,,PAYPAL,COMPLETED,direct,
12864,4508,26-10-2024,444.31,3.0,CLOTHING,0.01,PAYPAL,Pending,Email,
12865,1282,01-01-2024,142.22,5.0,electronics,0.03,PAYPAL,Completed,social,
12866,3550,09-01-2024,254.2,5.0,CLOTHING,0.25,PayPal,Cancelled,Email,
12867,1205,2023/06/21,181.07,4.0,,0.05,PAYPAL,Refunded,organic,1046.0
12868,561,03-24-2024,101.27,1.0,Clothing,,,COMPLETED,EMAIL,
12869,2423,06-15-2023,332.14,1.0,Electronics,0.04,Debit,Refunded,organic,1002.0
12870,1746,12/20/2023,205.54,6.0,Electronics,,PAYPAL,Cancelled,email,1009.0
12871,815,2023/09/09,344.62,3.0,electronics,0.02,credit card,Completed,Email,
12872,1789,07-12-2024,43.1,9.0,Clothing,0.28,PAYPAL,Cancelled,Email,1002.0
12873,4586,05/29/2023,272.82,7.0,,0.19,Debit,Pending,email,1046.0
12874,795,2024-11-01,47.46,1.0,,0.0,Credit Card,Pending,,
12875,2910,09-20-2023,185.24,4.0,CLOTHING,0.25,credit card,Pending,EMAIL,1021.0
12876,4799,06/13/2023,217.46,4.0,,0.09,,Refunded,organic,1037.0
12877,3917,2023/01/10,387.51,5.0,Home & Garden,,Debit,Completed,email,1009.0
12878,1174,16-09-2023,259.61,6.0,Home & Garden,0.16,credit card,Pending,social,1009.0
12879,3258,2023/08/14,437.41,1.0,,0.08,PAYPAL,Completed,paid_search,
12880,2098,02/07/2024,498.74,10.0,Electronics,,PAYPAL,Refunded,EMAIL,
12881,2076,2023-02-12,255.93,7.0,,,Debit,Cancelled,email,
12882,1728,02/22/2023,192.09,10.0,Home & Garden,0.3,,COMPLETED,paid_search,
12883,3662,07/02/2024,336.38,7.0,Home & Garden,0.06,Debit,Cancelled,social,1039.0
12884,1962,2023/03/04,307.63,3.0,,0.01,,COMPLETED,organic,1020.0
12885,4726,10/04/2024,63.6,5.0,,0.18,Debit,COMPLETED,Email,1045.0
12886,1851,2024/04/17,213.37,8.0,Electronics,,PAYPAL,COMPLETED,social,1026.0
12887,4461,02-16-2023,436.94,8.0,Electronics,,Credit Card,Cancelled,email,
12888,575,2024/08/02,344.14,4.0,Home & Garden,0.19,PayPal,completed,paid_search,
12889,137,2023/04/14,204.4,4.0,electronics,,PAYPAL,Pending,organic,1019.0
12890,3531,2023-08-05,111.05,3.0,,,,Completed,Email,1002.0
12891,1452,05-04-2024,232.39,4.0,electronics,,PAYPAL,Refunded,paid_search,
12892,1984,08/28/2023,384.16,6.0,Clothing,,Credit Card,Completed,organic,
12893,634,09-09-2023,343.1,0.0,CLOTHING,0.29,Credit Card,completed,direct,
12894,1068,08/19/2024,250.3,4.0,,,Credit Card,Pending,social,1000.0
12895,2729,2023-07-26,412.71,8.0,Home & Garden,,credit card,Refunded,paid_search,
12896,3794,09-08-2024,136.43,5.0,CLOTHING,0.07,PAYPAL,completed,organic,1041.0
12897,3825,05/28/2023,224.2,2.0,CLOTHING,0.23,Debit,Completed,direct,1032.0
12898,3566,2023/01/10,213.12,4.0,Electronics,,,Cancelled,EMAIL,
12899,4386,29-06-2024,89.65,7.0,electronics,0.22,credit card,COMPLETED,paid_search,
12900,3258,07/19/2023,183.66,1.0,electronics,0.12,PayPal,Cancelled,direct,1045.0
12901,1595,21-07-2023,379.75,3.0,Electronics,0.07,credit card,Pending,direct,
12902,4687,13-03-2023,216.81,3.0,Clothing,0.09,Debit,Completed,direct,
12903,2954,03-26-2024,74.49,7.0,,0.13,Credit Card,COMPLETED,paid_search,
12904,490,2023-10-18,67.85,10.0,,0.13,PAYPAL,COMPLETED,email,
12905,3529,2024/01/27,350.11,3.0,Electronics,0.23,credit card,Pending,organic,1027.0
12906,488,10/27/2023,275.37,8.0,CLOTHING,0.07,PayPal,Pending,paid_search,
12907,405,2023-01-14,364.88,9.0,CLOTHING,0.25,PayPal,Cancelled,paid_search,1034.0
12908,274,10-07-2024,472.96,5.0,electronics,0.05,Credit Card,COMPLETED,EMAIL,
12909,2752,18-08-2024,376.47,8.0,Clothing,0.15,Debit,completed,social,1000.0
12910,1053,2023-11-16,N/A,4.0,CLOTHING,0.04,credit card,Cancelled,organic,1029.0
12911,4234,04/03/2023,454.03,5.0,Clothing,,PAYPAL,Cancelled,email,1030.0
12912,2612,2023-12-31,125.09,2.0,Home & Garden,0.13,PAYPAL,Refunded,EMAIL,
12913,4844,2023-01-11,361.15,2.0,CLOTHING,,credit card,COMPLETED,,
12914,4427,28-07-2024,380.14,2.0,electronics,0.23,Credit Card,Pending,Email,
12915,2333,2023-04-30,424.89,6.0,Electronics,0.21,Credit Card,completed,paid_search,
12916,310,28-07-2023,93.83,4.0,Clothing,,,Cancelled,direct,
12917,876,10-22-2024,162.01,3.0,Home & Garden,0.08,PAYPAL,Refunded,social,
12918,190,2024/01/15,231.12,5.0,electronics,0.24,Credit Card,completed,social,1026.0
12919,1939,09-21-2023,240.79,4.0,Clothing,0.19,Credit Card,Refunded,,1034.0
12920,3410,2023/07/06,0,7.0,Electronics,0.1,credit card,Completed,paid_search,
12921,4497,2024-08-21,226.97,5.0,,0.18,Credit Card,Completed,organic,
12922,229,12-29-2024,234.4,10.0,Electronics,0.09,PAYPAL,COMPLETED,,
12923,4814,2024-03-22,117.53,2.0,electronics,0.01,credit card,Completed,email,
12924,4196,2023-11-14,241.52,8.0,Electronics,0.06,PAYPAL,completed,EMAIL,
12925,315,01-11-2023,390.11,5.0,Electronics,0.1,credit card,Refunded,organic,
12926,1684,2023/02/10,23.0,-1.0,Electronics,0.13,Credit Card,COMPLETED,organic,
12927,2137,11-04-2023,329.07,8.0,Home & Garden,0.07,PAYPAL,Pending,organic,1038.0
12928,3596,05/08/2023,79.33,9.0,Home & Garden,0.15,,completed,social,
12929,1484,11/03/2024,344.46,8.0,electronics,0.17,Credit Card,Completed,social,1027.0
12930,589,19-06-2024,484.7,10.0,electronics,,Credit Card,completed,email,
12931,1955,01/19/2024,N/A,7.0,electronics,0.25,PayPal,Refunded,EMAIL,1016.0
12932,2825,2023/10/18,399.41,5.0,Home & Garden,,credit card,Refunded,email,1001.0
12933,1191,07/14/2024,210.16,8.0,electronics,,Credit Card,COMPLETED,Email,1009.0
12934,3218,03/20/2024,35.57,3.0,electronics,0.29,Credit Card,Refunded,,
12935,1983,19-02-2023,98.58,5.0,,,Credit Card,Cancelled,social,1015.0
12936,3328,06-10-2023,353.14,8.0,Clothing,,,Pending,social,
12937,4168,11-01-2024,463.75,3.0,,0.23,PayPal,Cancelled,,
12938,3253,12/04/2023,359.64,1.0,Electronics,0.3,Credit Card,COMPLETED,direct,
12939,657,2023/08/12,377.62,1.0,CLOTHING,,credit card,COMPLETED,paid_search,
12940,3725,30-05-2024,166.69,10.0,electronics,,Credit Card,Cancelled,EMAIL,1033.0
12941,3808,2023/06/30,165.21,6.0,CLOTHING,,Debit,Refunded,,1023.0
12942,1471,01-20-2023,217.0,9.0,electronics,0.09,Debit,Pending,social,
12943,977,2024-06-07,319.19,10.0,Home & Garden,0.07,PayPal,completed,social,1043.0
12944,387,2023-09-21,273.71,9.0,CLOTHING,0.1,,Refunded,paid_search,1027.0
12945,2399,06-10-2024,129.78,10.0,Electronics,,,Refunded,Email,1015.0
12946,869,26-03-2024,82.07,2.0,,0.1,PayPal,completed,organic,
12947,4991,01/16/2023,154.97,3.0,,0.07,PAYPAL,Refunded,email,1033.0
12948,2874,09-10-2023,121.01,3.0,CLOTHING,0.04,Credit Card,Cancelled,Email,
12949,3000,31-01-2024,105.37,9.0,,,,COMPLETED,direct,1009.0
12950,1102,05/17/2024,472.71,9.0,electronics,0.21,,Refunded,social,
12951,2763,09-01-2024,47.03,5.0,,0.25,Debit,Refunded,email,
12952,990,2023-06-23,39.83,9.0,Clothing,,PayPal,Cancelled,direct,
12953,4479,13-08-2023,475.1,5.0,,,Debit,COMPLETED,paid_search,
12954,976,11-05-2023,83.3,3.0,Electronics,0.12,Credit Card,Refunded,social,
12955,3605,10/23/2023,-50,5.0,electronics,0.2,Credit Card,Refunded,Email,
12956,570,2024-02-02,50.29,1.0,CLOTHING,0.2,Credit Card,Refunded,,1016.0
12957,905,04-11-2024,251.23,4.0,Clothing,0.28,Credit Card,Completed,direct,
12958,1546,10/27/2024,166.75,4.0,electronics,0.13,,Pending,social,1018.0
12959,3100,2024/05/28,219.2,5.0,Clothing,0.06,Debit,Refunded,paid_search,
12960,137,08-09-2023,377.22,8.0,Clothing,,,Pending,Email,1015.0
12961,57,02-10-2023,349.16,1.0,electronics,0.18,,Pending,paid_search,1021.0
12962,1294,2024/03/15,97.99,10.0,electronics,,Debit,Completed,Email,
12963,1288,2024-11-14,80.08,1.0,Clothing,0.15,,Refunded,,
12964,3067,2024-06-26,115.04,9.0,Clothing,0.15,PayPal,Refunded,EMAIL,1044.0
12965,1418,2024-11-12,169.91,7.0,electronics,,,Completed,paid_search,1039.0
12966,4200,31-07-2024,33.04,3.0,CLOTHING,0.17,Debit,Refunded,organic,
12967,590,10/31/2024,452.88,7.0,Electronics,,PayPal,Completed,direct,
12968,2407,05-13-2023,135.34,5.0,Home & Garden,,,Cancelled,direct,
12969,3327,08-24-2024,190.99,9.0,Clothing,0.09,PAYPAL,Cancelled,social,1005.0
12970,3949,2024/01/12,250.73,1.0,electronics,0.16,PAYPAL,COMPLETED,direct,
12971,714,11/20/2024,N/A,9.0,CLOTHING,0.09,Credit Card,Cancelled,,
12972,3036,2024-01-02,325.52,8.0,,0.21,Debit,Completed,organic,
12973,2431,2024-05-10,62.2,6.0,CLOTHING,0.04,,Completed,social,
12974,2008,04-07-2024,200.22,1.0,electronics,,PAYPAL,Pending,organic,1032.0
12975,4925,06-12-2024,188.44,3.0,Home & Garden,0.02,PayPal,Completed,organic,
12976,4116,2023-04-16,422.61,7.0,Electronics,0.18,Credit Card,Completed,,
12977,1873,10-19-2023,367.5,9.0,CLOTHING,0.15,Credit Card,Cancelled,email,1038.0
12978,2726,2023/04/18,231.57,5.0,Clothing,0.15,PAYPAL,Cancelled,email,1047.0
12979,4791,2023-12-25,468.4,5.0,Clothing,,PayPal,Completed,,1031.0
12980,4772,12-03-2023,260.65,8.0,electronics,0.19,PayPal,Completed,direct,
12981,2214,09-09-2023,149.34,6.0,,,credit card,Refunded,EMAIL,
12982,3917,27-02-2024,261.3,5.0,,0.13,credit card,completed,Email,
12983,2625,10-08-2023,426.12,4.0,,,Debit,Completed,paid_search,1002.0
12984,1362,13-09-2023,337.74,9.0,Clothing,,,Cancelled,direct,
12985,4007,2023-06-26,397.52,5.0,Home & Garden,,,Refunded,EMAIL,
12986,3421,01/28/2024,66.09,1.0,,0.26,PayPal,Pending,EMAIL,
12987,2719,03-09-2023,22.74,9.0,Electronics,0.09,Debit,completed,Email,
12988,3379,04-24-2024,0,10.0,Home & Garden,0.18,Credit Card,completed,paid_search,1026.0
12989,4731,2023/03/03,397.96,7.0,CLOTHING,0.21,Debit,Completed,paid_search,1028.0
12990,1106,2023/01/16,229.81,5.0,CLOTHING,0.03,,Refunded,,1002.0
12991,1784,2023/02/21,136.67,7.0,Electronics,0.25,credit card,completed,social,
12992,1623,07-06-2023,330.21,6.0,Electronics,0.06,Credit Card,Cancelled,paid_search,
12993,2477,2023-08-17,-50,4.0,Electronics,0.01,PayPal,Completed,EMAIL,1020.0
12994,1438,10/19/2023,475.01,6.0,CLOTHING,0.01,Credit Card,Pending,,
12995,3425,2023/04/16,69.46,1.0,Home & Garden,0.0,Debit,Cancelled,direct,1026.0
12996,3227,05/12/2023,228.66,10.0,Electronics,,,Pending,EMAIL,1008.0
12997,2690,2024/08/23,425.68,6.0,Clothing,0.27,PayPal,COMPLETED,,1016.0
12998,2039,19-05-2024,460.38,3.0,electronics,0.19,Credit Card,Cancelled,,
12999,4899,07-30-2024,432.47,9.0,electronics,,,COMPLETED,Email,1025.0
13000,3082,2024-03-12,52.34,4.0,Clothing,0.22,credit card,Pending,organic,
13001,2230,2023-12-25,405.12,2.0,,,,Cancelled,,1007.0
13002,4308,2024/11/27,174.02,5.0,Clothing,0.12,credit card,Refunded,Email,
13003,696,06-14-2023,350.85,1.0,,0.11,Debit,Pending,organic,
13004,4331,2024-08-24,162.01,1.0,Home & Garden,0.17,PayPal,Completed,social,1045.0
13005,2685,06/30/2023,105.94,4.0,Clothing,0.21,PayPal,Completed,paid_search,1024.0
13006,3630,2023/03/25,443.87,1.0,Clothing,0.07,Credit Card,Refunded,email,1012.0
13007,3150,01-29-2023,63.15,3.0,,0.24,,Refunded,,1040.0
13008,1434,2023/05/17,334.52,5.0,Clothing,0.23,PAYPAL,Completed,,
13009,3408,11/17/2023,202.7,9.0,CLOTHING,0.25,credit card,Completed,direct,
13010,3349,2023-09-18,356.94,2.0,Home & Garden,0.21,credit card,Completed,email,1001.0
13011,1580,12-08-2024,166.65,6.0,,0.18,credit card,Cancelled,EMAIL,
13012,4611,16-03-2023,53.88,10.0,electronics,0.23,PAYPAL,Refunded,paid_search,1045.0
13013,1785,07-28-2024,448.88,5.0,Home & Garden,0.02,,Refunded,social,1011.0
13014,4252,06/12/2023,392.85,4.0,CLOTHING,0.18,PAYPAL,Pending,EMAIL,
13015,1189,2024/07/26,147.29,4.0,electronics,0.06,,Pending,Email,1014.0
13016,2529,09-15-2023,60.25,10.0,electronics,0.19,PayPal,Pending,paid_search,1016.0
13017,1875,09/06/2024,252.48,4.0,CLOTHING,,Credit Card,COMPLETED,paid_search,
13018,4351,2023-09-06,114.57,1.0,Electronics,0.28,Debit,Refunded,paid_search,1022.0
13019,3315,11/21/2024,148.53,3.0,Clothing,0.16,credit card,Pending,paid_search,
13020,4916,10/19/2024,373.02,3.0,electronics,0.26,Debit,COMPLETED,direct,
13021,2522,2024/12/29,126.09,7.0,electronics,,,Pending,,1023.0
13022,4055,2024/03/10,130.25,7.0,electronics,0.11,,Pending,EMAIL,
13023,4594,01-14-2024,395.01,9.0,CLOTHING,0.25,PAYPAL,Completed,EMAIL,
13024,245,2024/02/13,440.49,9.0,Home & Garden,0.04,PAYPAL,completed,direct,1012.0
13025,2691,20-07-2023,133.85,6.0,Clothing,0.19,,Cancelled,email,
13026,3234,2024-06-12,301.36,6.0,Home & Garden,0.1,Debit,Cancelled,direct,
13027,4025,05-03-2024,368.67,9.0,electronics,0.04,Credit Card,Completed,Email,
13028,1000,2023-02-05,445.85,10.0,Electronics,,credit card,completed,paid_search,1007.0
13029,4509,2024-02-21,172.72,9.0,Clothing,0.3,Credit Card,Pending,email,1008.0
13030,657,05-23-2024,329.74,8.0,electronics,0.09,Debit,Cancelled,direct,
13031,495,05-10-2023,131.71,6.0,Home & Garden,0.09,PAYPAL,completed,email,1006.0
13032,3300,2023/07/17,166.72,3.0,Electronics,0.08,PAYPAL,Pending,organic,1043.0
13033,426,2023-06-10,283.53,7.0,Clothing,,credit card,completed,Email,
13034,4042,07/28/2024,138.6,7.0,CLOTHING,0.26,Credit Card,Pending,email,
13035,3754,06/26/2024,318.11,6.0,Clothing,0.11,credit card,completed,EMAIL,
13036,2788,2023-02-02,265.45,5.0,electronics,0.04,PayPal,completed,EMAIL,1003.0
13037,4853,11/30/2024,383.42,7.0,Electronics,0.05,Credit Card,COMPLETED,organic,
13038,3710,2024/01/12,461.36,1.0,Electronics,,,Cancelled,EMAIL,1028.0
13039,2420,2024-10-06,88.89,2.0,electronics,0.2,Credit Card,Refunded,direct,1038.0
13040,1846,08-04-2024,109.02,7.0,Home & Garden,0.0,Debit,Completed,paid_search,
13041,4364,10-18-2023,22.04,3.0,CLOTHING,0.1,credit card,completed,email,
13042,2093,2023/06/11,312.71,4.0,CLOTHING,0.03,credit card,COMPLETED,Email,
13043,508,2023-09-27,91.03,8.0,Home & Garden,0.02,,Cancelled,,
13044,841,03-23-2023,405.87,9.0,,0.24,Credit Card,Pending,paid_search,1007.0
13045,1177,2023/09/13,211.08,7.0,Home & Garden,,Debit,Completed,email,
13046,1586,09/27/2024,474.26,7.0,,,Credit Card,Cancelled,email,
13047,4390,26-09-2023,337.37,1.0,electronics,0.17,PayPal,COMPLETED,EMAIL,
13048,1521,2024-12-06,496.78,9.0,Clothing,,,completed,direct,1013.0
13049,366,2024/09/04,482.9,10.0,CLOTHING,0.22,PayPal,Cancelled,paid_search,1013.0
13050,1568,2024/01/01,56.04,6.0,Electronics,0.15,PayPal,Cancelled,social,1030.0
13051,3800,2024/03/02,426.31,7.0,CLOTHING,0.29,PAYPAL,Completed,direct,
13052,830,21-08-2023,418.79,1.0,,0.25,Debit,Refunded,email,
13053,3876,11/15/2024,352.47,6.0,Clothing,0.26,PayPal,completed,social,
13054,2629,2024/09/09,329.55,4.0,,0.11,PayPal,completed,social,
13055,1293,12-07-2024,289.09,3.0,,0.28,PAYPAL,Refunded,direct,
13056,2015,2024-10-06,323.74,10.0,CLOTHING,0.05,,COMPLETED,paid_search,1022.0
13057,2914,06-08-2023,484.28,1.0,CLOTHING,0.15,PAYPAL,Cancelled,organic,1001.0
13058,1990,2023-10-11,83.17,7.0,Clothing,,credit card,Completed,direct,
13059,2464,10-30-2023,227.91,4.0,CLOTHING,,credit card,COMPLETED,,1037.0
13060,1719,09-19-2023,176.2,1.0,Electronics,0.27,Debit,Cancelled,direct,
13061,1133,2023-02-09,199.21,9.0,,,credit card,Cancelled,EMAIL,
13062,1676,2024/06/29,348.58,8.0,Clothing,0.2,,Completed,EMAIL,
13063,2076,13-10-2024,421.93,6.0,Electronics,,PayPal,Cancelled,organic,1041.0
13064,1433,19-12-2023,98.47,8.0,CLOTHING,,credit card,Cancelled,paid_search,
13065,762,08-09-2024,67.74,5.0,Home & Garden,0.11,credit card,Cancelled,organic,
13066,3355,2023/10/15,361.68,9.0,,0.02,credit card,completed,email,
13067,4535,2023-09-15,224.06,6.0,Electronics,0.27,,COMPLETED,paid_search,
13068,2079,2023-11-20,301.6,10.0,Clothing,0.05,,Pending,direct,
13069,399,07-18-2023,78.74,1.0,Home & Garden,0.23,credit card,COMPLETED,Email,1033.0
13070,1073,2024-03-21,48.0,8.0,Clothing,,PAYPAL,Cancelled,,1040.0
13071,459,2023-11-06,356.61,2.0,CLOTHING,0.27,credit card,completed,,
13072,3662,09-02-2023,47.83,1.0,Home & Garden,0.04,credit card,Pending,social,1011.0
13073,1316,07/04/2024,142.49,10.0,,,credit card,COMPLETED,Email,1003.0
13074,351,02/21/2024,195.37,5.0,Clothing,,Debit,Refunded,organic,
13075,859,06/24/2024,N/A,7.0,Electronics,0.22,Credit Card,COMPLETED,paid_search,1042.0
13076,3017,03-10-2023,438.96,9.0,Home & Garden,0.03,PAYPAL,Cancelled,Email,1036.0
13077,4270,07/18/2023,425.86,9.0,Electronics,,Credit Card,COMPLETED,Email,
13078,29,2024/02/12,391.71,6.0,electronics,0.16,,Pending,,
13079,2349,30-08-2024,417.58,-1.0,electronics,0.11,PayPal,Pending,Email,
13080,3358,01-04-2024,301.89,2.0,Clothing,0.17,credit card,Completed,EMAIL,1025.0
13081,2697,11/25/2023,393.17,4.0,electronics,0.23,Debit,COMPLETED,organic,
13082,1006,2023-01-09,0,1.0,Electronics,0.26,Credit Card,completed,EMAIL,
13083,477,2023/04/21,416.56,3.0,Home & Garden,0.02,credit card,completed,email,
13084,717,2023-09-11,424.11,8.0,Home & Garden,,Credit Card,Completed,email,1008.0
13085,892,2024-05-24,26.81,1.0,electronics,0.16,PAYPAL,completed,social,1021.0
13086,4636,2024/11/16,104.94,2.0,Home & Garden,0.02,PayPal,Refunded,paid_search,
13087,4274,2024-10-28,392.29,4.0,electronics,0.11,,completed,email,
13088,3291,2023/10/01,40.2,7.0,Electronics,,PayPal,Pending,Email,
13089,1469,07-11-2024,86.48,6.0,Electronics,0.22,credit card,Completed,email,1045.0
13090,1664,2023-10-12,56.46,4.0,Electronics,,PayPal,Refunded,EMAIL,
13091,2831,2023-04-22,41.66,8.0,CLOTHING,0.05,Debit,Refunded,,
13092,2450,05-01-2024,421.75,6.0,CLOTHING,0.11,PayPal,Cancelled,EMAIL,1024.0
13093,3937,10-12-2023,40.34,6.0,Electronics,0.26,PAYPAL,Cancelled,email,
13094,2418,2024-04-06,238.33,10.0,Electronics,0.09,Credit Card,Cancelled,paid_search,
13095,1410,2023/11/20,175.26,7.0,Clothing,0.21,Credit Card,completed,Email,
13096,1629,2023-12-19,303.16,9.0,Electronics,0.23,PayPal,completed,,
13097,10,07-30-2024,107.71,8.0,,,Credit Card,completed,direct,1002.0
13098,3582,2024/08/16,163.22,4.0,Electronics,0.15,Credit Card,COMPLETED,paid_search,
13099,3834,2023/12/26,437.86,6.0,Home & Garden,0.05,Credit Card,Completed,organic,
13100,2349,2023/09/09,150.3,4.0,Clothing,0.14,PAYPAL,Completed,,
13101,2523,2023-07-31,121.54,2.0,,,Credit Card,completed,EMAIL,
