session_id,customer_id,session_date,session_start_time,traffic_source,landing_page,pages_viewed,session_duration_seconds,device,browser,converted,conversion_value,campaign_id,is_bounce,is_bot
106343,4798.0,12/12/2024,04:43:18,direct,/products,14.0,1391.0,mobile,,0,0.0,,1,0.0
106344,3453.0,10-15-2023,16:36:00,organic_search,/sale,2.0,733.0,desktop,Edge,0,0.0,,0,1.0
106345,4434.0,2023-06-02,01:47:16,referral,/sale,7.0,458.0,Desktop,Edge,0,0.0,,0,1.0
106346,1126.0,19-12-2024,01:09:31,referral,/products,1.0,534.0,MOBILE,chrome,0,0.0,,0,1.0
106347,407.0,08-04-2024,09:07:34,email,/sale,14.0,847.0,desktop,,0,0.0,,0,0.0
106348,,04-08-2024,23:35:15,email,/products,12.0,322.0,Desktop,chrome,0,0.0,1008.0,0,0.0
106349,,03/18/2024,04:38:00,direct,/products,14.0,117.0,Desktop,chrome,0,0.0,,1,0.0
106350,899.0,2024-01-07,06:20:19,organic_search,/sale,3.0,1559.0,,Safari,0,0.0,,1,0.0
106351,1418.0,2024-02-07,20:48:10,email,,11.0,1167.0,desktop,,0,0.0,1036.0,0,0.0
106352,4941.0,2024/12/21,04:36:56,organic_search,/home,11.0,1407.0,MOBILE,Safari,0,0.0,,1,0.0
106353,3543.0,02-22-2024,05:36:44,paid_search,/sale,8.0,567.0,mobile,Edge,0,0.0,,0,0.0
106354,1330.0,06/10/2024,03:23:14,SOCIAL,/category/electronics,9.0,281.0,tablet,Firefox,0,0.0,,0,0.0
106355,4634.0,2024/08/26,18:33:29,email,/sale,5.0,1396.0,desktop,Safari,0,0.0,,0,0.0
106356,,16-08-2023,02:13:37,email,/products,15.0,921.0,mobile,Firefox,0,0.0,,1,0.0
106357,,2024/01/06,15:43:13,referral,,13.0,1642.0,Desktop,Edge,0,0.0,,0,0.0
106358,3293.0,29-09-2023,12:17:26,social,/category/electronics,4.0,1494.0,Desktop,,0,0.0,,0,0.0
106359,2118.0,08-18-2024,05:30:25,paid_search,/sale,14.0,741.0,MOBILE,Firefox,0,0.0,,0,
106360,,01/10/2024,18:51:52,social,/category/electronics,9.0,1061.0,desktop,Edge,0,0.0,,0,
106361,3388.0,2023-02-15,08:27:36,ORGANIC_SEARCH,/category/electronics,14.0,1503.0,,Edge,0,0.0,,1,0.0
106362,2997.0,08/24/2023,15:57:50,social,/sale,11.0,879.0,MOBILE,Chrome,0,0.0,,1,
106363,4850.0,2024/04/29,10:00:34,organic_search,,2.0,982.0,mobile,Edge,0,0.0,,1,1.0
106364,,08/30/2024,11:19:20,organic_search,/sale,10.0,1712.0,desktop,Safari,0,0.0,,0,
106365,893.0,06/19/2024,06:57:00,social,/category/electronics,11.0,979.0,Desktop,chrome,0,0.0,,0,0.0
106366,3434.0,30-06-2024,09:05:47,organic_search,/sale,15.0,664.0,desktop,Firefox,0,0.0,,1,0.0
106367,,15-04-2024,21:18:12,referral,/products,3.0,223.0,,,0,0.0,,0,0.0
106368,1495.0,11-08-2023,18:41:39,organic_search,,12.0,-100.0,mobile,chrome,0,0.0,,1,1.0
106369,4725.0,13-11-2023,06:59:08,referral,,8.0,1404.0,tablet,Edge,0,0.0,,0,0.0
106370,,04/30/2023,12:11:16,referral,/sale,7.0,939.0,MOBILE,chrome,0,0.0,,0,0.0
106371,,06/03/2023,15:32:45,ORGANIC_SEARCH,/category/electronics,7.0,365.0,mobile,chrome,0,0.0,,1,0.0
106372,4221.0,07-04-2023,14:54:05,social,/products,8.0,1587.0,tablet,Safari,0,0.0,,0,1.0
106373,,2024/04/01,16:09:16,organic_search,,6.0,1494.0,Desktop,Safari,0,0.0,,0,
106374,1518.0,2023-06-23,00:48:43,direct,/sale,10.0,-100.0,Desktop,Safari,0,0.0,,1,0.0
106375,,04/03/2023,21:36:46,paid_search,/home,12.0,1787.0,Desktop,Firefox,0,0.0,,1,0.0
106376,731.0,05-12-2023,08:17:23,social,,12.0,875.0,MOBILE,chrome,0,0.0,,1,0.0
106377,,2023/11/30,12:40:25,PAID_SEARCH,/products,3.0,515.0,mobile,Edge,0,0.0,,0,0.0
106378,3820.0,2023/10/01,02:01:40,organic_search,/sale,7.0,1444.0,MOBILE,,0,0.0,,1,1.0
106379,,06-02-2023,02:31:36,email,/sale,8.0,1406.0,,Chrome,0,0.0,1024.0,1,0.0
106380,,2023-05-05,02:24:58,organic_search,,6.0,775.0,mobile,Safari,0,0.0,,0,0.0
106381,743.0,2023-03-25,17:35:50,social,/sale,7.0,776.0,tablet,,0,0.0,,1,0.0
106382,788.0,14-12-2023,19:59:53,paid_search,/home,7.0,1357.0,MOBILE,Firefox,0,0.0,,0,
106383,1466.0,08-04-2023,14:45:30,social,/home,5.0,1343.0,tablet,Safari,0,0.0,,1,0.0
106384,2266.0,2023/02/06,09:17:40,organic_search,,4.0,1256.0,,Firefox,0,0.0,,0,0.0
106385,,05/13/2023,18:08:25,paid_search,/home,3.0,123.0,mobile,chrome,0,0.0,,0,1.0
106386,,2024/12/14,17:18:13,email,/home,12.0,48.0,Desktop,chrome,0,0.0,,1,0.0
106387,4936.0,2023/03/03,,direct,/home,12.0,483.0,mobile,Firefox,0,0.0,,0,1.0
106388,,2023-02-10,19:16:07,referral,,15.0,1046.0,Desktop,,0,0.0,,0,0.0
106389,,12-22-2023,09:53:50,organic_search,/sale,3.0,375.0,Desktop,Edge,0,0.0,,0,1.0
106390,4185.0,14-05-2023,20:37:50,email,/category/electronics,2.0,1462.0,,Chrome,0,0.0,1043.0,0,1.0
106391,2159.0,12/03/2024,16:44:52,EMAIL,,8.0,453.0,,Safari,0,0.0,1041.0,0,1.0
106392,,13-03-2023,21:32:48,social,/home,13.0,1329.0,Desktop,Chrome,0,0.0,,1,
106393,21.0,2023/12/02,12:52:07,paid_search,/category/electronics,12.0,1680.0,Desktop,Edge,0,0.0,,0,0.0
106394,,10/06/2024,02:10:28,social,/sale,11.0,493.0,tablet,,0,0.0,,0,
106395,,10/27/2024,16:13:03,organic_search,/sale,15.0,362.0,Desktop,,0,0.0,,0,1.0
106396,,09/28/2024,04:55:42,social,/products,11.0,1052.0,tablet,,0,0.0,,0,1.0
106397,,2024-08-25,02:46:57,social,,11.0,955.0,tablet,Firefox,0,0.0,,0,0.0
106398,,04/17/2023,00:31:47,organic_search,/category/electronics,3.0,411.0,,Firefox,0,0.0,,1,0.0
106399,3285.0,01/03/2024,04:17:49,paid_search,/category/electronics,10.0,822.0,MOBILE,Edge,0,0.0,,0,0.0
106400,,03-05-2024,05:11:42,email,/products,4.0,368.0,mobile,Chrome,0,0.0,,0,1.0
106401,,2023-02-17,14:57:40,paid_search,,12.0,1660.0,desktop,Chrome,0,0.0,,0,0.0
106402,,2024-01-23,15:42:46,direct,/sale,15.0,642.0,Desktop,Chrome,0,0.0,,0,0.0
106403,,02/08/2024,,organic_search,,14.0,1431.0,Desktop,,0,0.0,,0,0.0
106404,,02/16/2024,,direct,,11.0,107.0,Desktop,,0,0.0,,1,1.0
106405,2902.0,2023-01-28,18:28:58,paid_search,,13.0,381.0,MOBILE,Chrome,0,0.0,,0,0.0
106406,20.0,12/11/2024,20:21:52,email,,12.0,234.0,desktop,Edge,0,0.0,,0,0.0
106407,2384.0,10/25/2024,19:47:30,paid_search,/products,10.0,821.0,mobile,Edge,0,0.0,,0,0.0
106408,268.0,11-09-2024,03:58:16,paid_search,/products,8.0,1568.0,MOBILE,Edge,0,0.0,,1,0.0
106409,1156.0,16-08-2024,14:05:41,organic_search,,8.0,593.0,Desktop,Chrome,0,0.0,,1,
106410,,2024/04/02,20:39:08,email,/category/electronics,2.0,1210.0,tablet,Safari,0,0.0,,1,
106411,,2023/11/13,19:14:04,organic_search,/sale,8.0,152.0,Desktop,chrome,0,0.0,,0,1.0
106412,,2023/11/06,10:24:49,email,/sale,4.0,1747.0,mobile,Edge,0,0.0,1008.0,1,
106413,,07-03-2024,12:59:46,email,/category/electronics,1.0,1658.0,,Edge,0,0.0,,1,0.0
106414,4058.0,2024-12-26,11:19:51,organic_search,/sale,5.0,742.0,mobile,Chrome,0,0.0,,0,
106415,1833.0,06-15-2024,16:51:39,organic_search,/category/electronics,13.0,1235.0,,Edge,0,0.0,,0,1.0
106416,3173.0,2024-12-26,,referral,/home,12.0,1287.0,tablet,Firefox,0,0.0,,0,0.0
106417,204.0,01-27-2023,19:09:22,organic_search,/category/electronics,13.0,1021.0,mobile,Edge,0,0.0,,0,0.0
106418,4743.0,05/29/2024,12:16:37,social,/products,0.0,690.0,,Chrome,0,0.0,,1,0.0
106419,,11-02-2024,10:45:59,paid_search,,4.0,394.0,,Safari,0,0.0,,0,0.0
106420,,2023/04/30,03:23:46,social,/category/electronics,6.0,1495.0,MOBILE,Edge,0,0.0,,1,0.0
106421,,2024-06-13,11:00:16,organic_search,/home,7.0,1267.0,tablet,Firefox,0,0.0,,0,0.0
106422,4948.0,01-15-2024,19:36:15,referral,/home,1.0,312.0,desktop,Firefox,0,0.0,,0,0.0
106423,3809.0,07-22-2024,00:07:42,paid_search,/home,15.0,154.0,tablet,,0,0.0,,1,0.0
106424,2624.0,2024-01-15,09:12:58,direct,/sale,11.0,1397.0,,,0,0.0,,1,0.0
106425,848.0,05-09-2023,20:43:37,organic_search,,13.0,1025.0,desktop,Edge,0,0.0,,0,0.0
106426,477.0,2024-10-04,06:08:07,EMAIL,/products,6.0,431.0,desktop,Edge,0,0.0,1047.0,1,0.0
106427,4430.0,2024-01-05,19:20:08,social,/sale,7.0,824.0,desktop,chrome,0,0.0,,0,0.0
106428,4308.0,02-20-2024,16:10:19,email,/sale,4.0,1075.0,Desktop,Edge,0,0.0,1012.0,0,0.0
106429,,19-11-2024,22:01:14,paid_search,/products,7.0,578.0,mobile,Safari,0,0.0,,0,0.0
106430,1521.0,06-28-2024,13:36:01,email,/sale,6.0,663.0,,Edge,0,0.0,1041.0,1,0.0
106431,,2024/08/30,21:13:15,PAID_SEARCH,/category/electronics,4.0,,MOBILE,Edge,1,164.12,,1,1.0
106432,1208.0,2024/09/06,08:04:43,referral,/category/electronics,13.0,1043.0,,chrome,0,0.0,,0,1.0
106433,,2023-09-14,19:58:29,paid_search,/products,6.0,892.0,,Safari,0,0.0,,1,
106434,587.0,14-10-2023,14:05:14,direct,/products,7.0,1340.0,tablet,,0,0.0,,0,0.0
106435,4153.0,04/12/2024,04:33:02,paid_search,/home,2.0,1715.0,desktop,Firefox,0,0.0,,0,
106436,4523.0,2023/10/18,04:15:52,paid_search,/category/electronics,7.0,703.0,MOBILE,Safari,0,0.0,,1,0.0
106437,,04/01/2023,,referral,,15.0,128.0,mobile,chrome,0,0.0,,0,
106438,1231.0,2024-11-18,09:11:29,direct,/home,,1412.0,mobile,,0,0.0,,1,
106439,4420.0,2023-03-13,01:11:41,social,/home,9.0,1704.0,tablet,Safari,0,0.0,,1,0.0
106440,925.0,03-09-2023,11:39:37,ORGANIC_SEARCH,/sale,1.0,68.0,,Chrome,0,0.0,,0,0.0
106441,,2024/04/01,19:40:11,paid_search,/products,10.0,1579.0,,Edge,0,0.0,,0,1.0
106442,723.0,2024/11/06,01:39:48,organic_search,/home,7.0,908.0,MOBILE,Chrome,0,0.0,,0,0.0
106443,3408.0,11/07/2023,21:34:50,organic_search,/home,3.0,20.0,MOBILE,Firefox,0,0.0,,0,0.0
106444,4387.0,03-03-2024,06:00:03,paid_search,/home,10.0,539.0,desktop,,0,0.0,,1,
106445,,08-08-2024,18:09:37,direct,,9.0,909.0,tablet,Safari,0,0.0,,0,0.0
106446,,2023/07/04,23:57:46,direct,,9.0,905.0,,Edge,0,0.0,,0,0.0
106447,,2023-08-10,22:30:15,organic_search,,8.0,53.0,Desktop,Edge,0,0.0,,0,0.0
106448,,09-04-2024,02:11:24,email,/category/electronics,15.0,535.0,MOBILE,chrome,0,0.0,1026.0,0,
106449,,2024/09/09,00:46:30,direct,,9.0,467.0,desktop,,0,0.0,,0,1.0
106450,4108.0,2023/12/05,05:39:32,EMAIL,,12.0,1035.0,mobile,Chrome,0,0.0,,0,0.0
106451,3687.0,2024/07/11,13:25:39,paid_search,/products,13.0,1043.0,mobile,chrome,0,0.0,,0,0.0
106452,,2024-04-14,10:03:25,email,/sale,3.0,250.0,tablet,Chrome,0,0.0,1019.0,0,1.0
106453,4701.0,24-06-2024,06:53:29,ORGANIC_SEARCH,/home,1.0,593.0,desktop,chrome,0,0.0,,0,0.0
106454,,08/23/2024,09:04:11,referral,/sale,9.0,112.0,,Firefox,0,0.0,,0,0.0
106455,2688.0,2023/04/13,11:42:06,email,/home,9.0,1425.0,tablet,Safari,0,0.0,1008.0,0,0.0
106456,933.0,2023/11/28,09:12:10,organic_search,,14.0,674.0,desktop,Firefox,0,0.0,,0,0.0
106457,,09/09/2023,15:40:43,ORGANIC_SEARCH,/home,9.0,1274.0,mobile,chrome,0,0.0,,1,1.0
106458,1711.0,11-09-2024,10:06:26,direct,/category/electronics,3.0,80.0,,chrome,0,0.0,,1,0.0
106459,,12-03-2023,11:44:06,direct,,4.0,576.0,desktop,Firefox,0,0.0,,0,0.0
106460,,22-03-2024,17:11:06,organic_search,/home,4.0,1066.0,MOBILE,Firefox,0,0.0,,0,
106461,2938.0,02-02-2023,20:03:59,email,/home,2.0,359.0,Desktop,Chrome,0,0.0,1004.0,1,0.0
106462,,2023-07-18,,paid_search,,9.0,1627.0,desktop,,0,0.0,,0,1.0
106463,1125.0,11-04-2023,06:04:55,organic_search,/category/electronics,12.0,12.0,tablet,Firefox,0,0.0,,1,1.0
106464,,02-04-2024,21:19:40,social,/products,7.0,1342.0,MOBILE,Firefox,0,0.0,,1,0.0
106465,4739.0,2023-02-12,19:20:58,email,/category/electronics,8.0,1740.0,MOBILE,Firefox,0,0.0,1037.0,0,1.0
106466,248.0,2023-03-26,,email,/sale,14.0,1763.0,,Edge,0,0.0,,0,0.0
106467,,05-09-2024,12:05:45,social,,9.0,549.0,mobile,Edge,0,0.0,,1,1.0
106468,,2023/03/30,17:58:49,organic_search,/category/electronics,3.0,1031.0,MOBILE,Safari,0,0.0,,0,0.0
106469,3334.0,06/12/2024,07:58:36,direct,/products,10.0,767.0,tablet,Safari,0,0.0,,0,
106470,2028.0,24-01-2023,10:32:09,email,,1.0,1022.0,Desktop,,0,0.0,,1,0.0
106471,1938.0,08-08-2023,14:14:23,organic_search,/products,3.0,1356.0,tablet,Chrome,0,0.0,,0,0.0
106472,4151.0,07-22-2023,01:35:49,referral,/category/electronics,13.0,1752.0,mobile,,0,0.0,,0,1.0
106473,441.0,10/21/2023,17:12:46,organic_search,/home,10.0,1106.0,desktop,,0,0.0,,0,1.0
106474,2317.0,2024-12-13,19:54:39,social,,6.0,138.0,tablet,Safari,0,0.0,,1,0.0
106475,,07-05-2023,21:46:30,EMAIL,/products,6.0,668.0,Desktop,Chrome,0,0.0,1031.0,0,
106476,,2023/06/29,01:31:25,paid_search,/home,2.0,989.0,desktop,Edge,0,0.0,,0,0.0
106477,527.0,04-09-2024,15:37:56,social,/category/electronics,11.0,1132.0,Desktop,Chrome,0,0.0,,0,0.0
106478,3917.0,2024-02-19,,organic_search,/products,6.0,1666.0,MOBILE,Firefox,0,0.0,,0,0.0
106479,4538.0,2023-02-17,12:49:05,direct,/sale,11.0,0.0,desktop,Chrome,0,0.0,,0,0.0
106480,3318.0,2023/10/02,21:02:21,paid_search,/products,6.0,316.0,MOBILE,Chrome,0,0.0,,1,0.0
106481,2028.0,03/08/2024,02:46:43,organic_search,/products,3.0,1038.0,,,0,0.0,,0,0.0
106482,1553.0,09/26/2024,01:34:11,paid_search,/products,3.0,815.0,tablet,chrome,0,0.0,,0,0.0
106483,2910.0,2023/09/04,12:14:01,paid_search,/products,13.0,1184.0,MOBILE,Edge,0,0.0,,0,0.0
106484,2383.0,2024/02/13,08:59:06,email,/products,9.0,1068.0,Desktop,Chrome,0,0.0,1005.0,0,0.0
106485,530.0,2024/08/09,11:51:25,ORGANIC_SEARCH,,14.0,1220.0,Desktop,,0,0.0,,0,0.0
106486,2378.0,03/31/2024,16:54:50,organic_search,/home,12.0,392.0,desktop,,0,0.0,,0,0.0
106487,885.0,04-12-2023,08:09:29,organic_search,/category/electronics,3.0,1375.0,tablet,Firefox,0,0.0,,0,0.0
106488,,12-09-2023,09:11:34,SOCIAL,/products,-1.0,1119.0,desktop,Firefox,0,0.0,,0,0.0
106489,81.0,2024-10-23,10:23:40,paid_search,,3.0,974.0,,chrome,0,0.0,,0,0.0
106490,,2023/06/05,12:51:41,referral,/home,8.0,337.0,desktop,Safari,0,0.0,,0,0.0
106491,4739.0,05-27-2024,14:52:59,organic_search,/products,6.0,1623.0,MOBILE,chrome,0,0.0,,1,0.0
106492,,29-04-2023,01:33:40,organic_search,/category/electronics,3.0,796.0,MOBILE,Edge,0,0.0,,0,0.0
106493,1124.0,2024-09-04,02:00:55,social,,13.0,1387.0,,Edge,0,0.0,,0,0.0
106494,,2024-05-22,09:51:16,paid_search,/sale,12.0,1286.0,Desktop,Firefox,0,0.0,,1,0.0
106495,1496.0,19-01-2023,01:18:00,paid_search,,13.0,1235.0,tablet,Safari,0,0.0,,0,0.0
106496,4310.0,12/19/2023,06:58:00,EMAIL,/products,10.0,363.0,Desktop,,0,0.0,1036.0,0,0.0
106497,1729.0,02-01-2024,01:30:40,organic_search,/home,7.0,872.0,tablet,Edge,0,0.0,,0,
106498,,20-01-2023,17:53:46,organic_search,/products,14.0,0.0,mobile,Chrome,0,0.0,,0,0.0
106499,3054.0,2023-07-19,,referral,/home,10.0,1535.0,Desktop,Edge,0,0.0,,1,0.0
106500,2058.0,2024/02/04,10:50:01,organic_search,/sale,8.0,266.0,mobile,,0,0.0,,0,0.0
106501,,2024/07/11,08:34:01,direct,,5.0,1349.0,tablet,,0,0.0,,0,0.0
106502,,2024/12/23,02:11:10,social,/home,9.0,118.0,desktop,Safari,0,0.0,,0,0.0
106503,4941.0,01/02/2023,11:51:50,organic_search,/category/electronics,12.0,1160.0,mobile,Safari,0,0.0,,0,0.0
106504,,09-12-2024,09:39:32,paid_search,,3.0,,tablet,chrome,0,0.0,,0,0.0
106505,,02/01/2024,00:11:28,direct,,4.0,739.0,tablet,Edge,0,0.0,,0,
106506,950.0,05-08-2023,23:09:40,direct,/sale,12.0,1768.0,,Safari,0,0.0,,0,0.0
106507,,10-12-2024,04:44:07,email,/products,3.0,,Desktop,Safari,0,0.0,1028.0,0,
106508,159.0,2024-12-21,20:05:34,organic_search,/sale,12.0,891.0,desktop,Firefox,0,0.0,,0,0.0
106509,4315.0,03-12-2023,,organic_search,/sale,8.0,277.0,,Edge,0,0.0,,0,0.0
106510,,01/14/2024,03:09:15,email,/category/electronics,9.0,898.0,tablet,,0,0.0,1024.0,0,0.0
106511,2797.0,2024-03-13,06:24:39,paid_search,/category/electronics,8.0,1054.0,,,0,0.0,,0,1.0
106512,,31-10-2024,,direct,/home,8.0,401.0,Desktop,chrome,0,0.0,,0,0.0
106513,,05-20-2024,12:19:34,organic_search,/category/electronics,10.0,1479.0,Desktop,Chrome,0,0.0,,0,1.0
106514,,2023/02/09,18:56:53,social,/home,11.0,55.0,mobile,Safari,0,0.0,,1,
106515,2414.0,2024/02/22,01:21:24,paid_search,,6.0,666.0,,Edge,0,0.0,,1,0.0
106516,590.0,05/26/2023,07:04:06,organic_search,/category/electronics,13.0,1677.0,tablet,Safari,0,0.0,,0,0.0
106517,4328.0,24-02-2023,,email,/category/electronics,1.0,0.0,Desktop,,0,0.0,1002.0,0,
106518,2439.0,09-13-2023,06:19:38,social,/products,3.0,407.0,mobile,Firefox,0,0.0,,0,
106519,2719.0,09-16-2023,,direct,,8.0,151.0,,Chrome,0,0.0,,0,0.0
106520,1249.0,01/06/2023,00:44:50,social,/sale,11.0,,tablet,Edge,0,0.0,,0,
106521,4655.0,22-01-2023,19:07:55,email,,12.0,1450.0,tablet,chrome,0,0.0,1013.0,0,0.0
106522,3613.0,2024-08-14,15:03:19,organic_search,/home,4.0,623.0,MOBILE,Chrome,0,0.0,,1,0.0
106523,,2023-10-18,13:08:52,email,/products,8.0,1722.0,Desktop,chrome,1,157.26,1000.0,1,0.0
106524,1670.0,27-05-2024,06:28:05,paid_search,/products,15.0,1750.0,mobile,,0,0.0,,1,0.0
106525,,11-13-2024,14:23:28,social,/category/electronics,4.0,1471.0,desktop,Edge,0,0.0,,0,0.0
106526,1086.0,03/14/2024,11:55:26,email,,8.0,1492.0,tablet,chrome,0,0.0,1007.0,1,0.0
106527,,2023-09-28,19:32:50,DIRECT,/category/electronics,3.0,1647.0,MOBILE,Edge,0,0.0,,1,0.0
106528,,12-14-2024,21:34:18,paid_search,/products,9.0,1501.0,desktop,Firefox,0,0.0,,0,0.0
106529,2706.0,02-21-2023,16:17:39,social,/home,3.0,30.0,,,0,0.0,,0,0.0
106530,,2023/11/30,19:26:24,referral,/products,3.0,1525.0,MOBILE,Chrome,0,0.0,,0,0.0
106531,,02-19-2023,00:10:21,EMAIL,,13.0,412.0,tablet,,0,0.0,1036.0,0,0.0
106532,1436.0,02-10-2023,03:02:59,direct,/home,14.0,675.0,desktop,,0,0.0,,0,0.0
106533,4680.0,08/31/2024,12:38:32,email,/category/electronics,2.0,1469.0,tablet,Safari,0,0.0,,0,0.0
106534,137.0,20-01-2024,15:07:51,organic_search,/category/electronics,1.0,615.0,desktop,,0,0.0,,1,0.0
106535,,10/24/2024,12:24:43,direct,,6.0,1320.0,mobile,Edge,0,0.0,,1,0.0
106536,1839.0,2023/11/27,18:18:51,direct,/category/electronics,14.0,134.0,,Safari,0,0.0,,0,0.0
106537,1483.0,13-10-2023,03:10:18,paid_search,/sale,5.0,1287.0,Desktop,Safari,0,0.0,,0,0.0
106538,,09-11-2023,20:46:49,paid_search,/sale,14.0,421.0,Desktop,chrome,0,0.0,,1,0.0
106539,3326.0,2024/11/21,18:33:08,social,/sale,1.0,,Desktop,Chrome,0,0.0,,0,0.0
106540,2460.0,09/03/2023,00:00:15,direct,,11.0,587.0,Desktop,chrome,0,0.0,,0,0.0
106541,,2024/09/09,20:51:05,email,/sale,3.0,1175.0,Desktop,Edge,0,0.0,1014.0,0,0.0
106542,,2023-09-27,04:51:55,direct,/category/electronics,-1.0,147.0,Desktop,Safari,0,0.0,,0,0.0
106543,,08-15-2023,20:39:15,paid_search,,14.0,529.0,desktop,Firefox,0,0.0,,0,0.0
106544,1139.0,03-11-2023,05:47:35,paid_search,/sale,14.0,432.0,MOBILE,Chrome,0,0.0,,1,1.0
106545,,23-11-2024,21:49:29,organic_search,/sale,8.0,1140.0,mobile,chrome,0,0.0,,0,0.0
106546,,04/09/2023,06:56:36,paid_search,/products,7.0,934.0,tablet,chrome,0,0.0,,1,0.0
106547,2569.0,2023/07/25,19:23:03,referral,,9.0,784.0,Desktop,Safari,0,0.0,,1,1.0
106548,,2024/06/29,10:09:46,paid_search,/products,6.0,292.0,desktop,,0,0.0,,0,
106549,2489.0,2024/09/04,13:14:53,referral,/sale,3.0,306.0,tablet,,0,0.0,,0,0.0
106550,1651.0,05-04-2023,15:09:37,email,/home,2.0,1211.0,Desktop,Safari,0,0.0,1044.0,0,0.0
106551,4466.0,2023/05/29,02:22:39,SOCIAL,/category/electronics,3.0,709.0,,Edge,0,0.0,,0,0.0
106552,,03-02-2024,19:09:55,direct,,5.0,1071.0,desktop,,0,0.0,,0,0.0
106553,,2023-06-19,03:30:18,social,,1.0,28.0,tablet,Safari,0,0.0,,1,
106554,,01/23/2024,03:08:47,paid_search,/category/electronics,7.0,61.0,tablet,,0,0.0,,0,0.0
106555,3112.0,02-04-2024,21:51:21,paid_search,/products,10.0,352.0,MOBILE,Edge,0,0.0,,0,0.0
106556,4116.0,10-08-2024,20:12:39,direct,/home,1.0,64.0,,Firefox,0,0.0,,1,0.0
106557,,15-09-2023,23:04:43,direct,/home,14.0,337.0,desktop,chrome,0,0.0,,0,
106558,1743.0,10-08-2023,14:13:12,email,/sale,9.0,334.0,mobile,Chrome,0,0.0,1024.0,0,0.0
106559,1644.0,2024-08-03,20:46:11,direct,/products,10.0,253.0,mobile,Firefox,0,0.0,,1,0.0
106560,,2024-07-30,13:26:37,organic_search,/products,9.0,740.0,MOBILE,Edge,0,0.0,,1,1.0
106561,19.0,12/08/2024,11:17:21,organic_search,/category/electronics,3.0,1641.0,Desktop,Safari,0,0.0,,1,0.0
106562,4464.0,2024-05-17,07:56:33,direct,/category/electronics,15.0,262.0,desktop,Firefox,0,0.0,,0,0.0
106563,2385.0,03/13/2024,07:47:59,organic_search,,7.0,514.0,,,0,0.0,,0,1.0
106564,4334.0,2024-04-18,09:31:48,direct,/category/electronics,13.0,1446.0,MOBILE,Edge,0,0.0,,0,0.0
106565,2865.0,04-24-2024,12:05:54,organic_search,/category/electronics,1.0,1595.0,tablet,,0,0.0,,1,
106566,2241.0,2024/02/29,03:17:53,email,/home,10.0,1028.0,,,0,0.0,1008.0,0,0.0
106567,2935.0,21-12-2024,22:42:51,paid_search,/category/electronics,5.0,1793.0,,,0,0.0,,0,1.0
106568,,12-09-2023,15:26:59,email,,11.0,200.0,mobile,Chrome,0,0.0,1040.0,1,1.0
106569,3089.0,02/09/2024,00:58:38,social,/category/electronics,14.0,809.0,desktop,Safari,0,0.0,,0,1.0
106570,,2024/04/23,14:14:37,organic_search,/products,6.0,1135.0,Desktop,chrome,0,0.0,,0,0.0
106571,1693.0,05-12-2024,15:10:36,ORGANIC_SEARCH,/category/electronics,8.0,1300.0,MOBILE,chrome,0,0.0,,1,0.0
106572,4944.0,12/08/2023,01:22:04,email,/home,1.0,465.0,Desktop,Edge,0,0.0,,0,0.0
106573,,23-12-2023,03:24:07,organic_search,/sale,9.0,1385.0,Desktop,chrome,0,0.0,,1,0.0
106574,4534.0,27-12-2024,05:16:58,social,/sale,12.0,244.0,tablet,Safari,0,0.0,,1,1.0
106575,3485.0,19-01-2024,13:28:50,email,/home,3.0,544.0,Desktop,Chrome,0,0.0,1012.0,1,
106576,,10-05-2023,07:13:18,paid_search,/home,14.0,-100.0,,Firefox,0,0.0,,0,0.0
106577,,02-11-2023,01:29:29,direct,/home,10.0,0.0,MOBILE,Safari,0,0.0,,1,0.0
106578,,03-26-2024,23:10:00,SOCIAL,/sale,9.0,212.0,desktop,Chrome,0,0.0,,0,
106579,,2023-04-28,03:24:27,direct,/category/electronics,13.0,829.0,MOBILE,chrome,0,0.0,,0,0.0
106580,3739.0,2023/03/04,19:33:05,email,/products,7.0,25.0,tablet,Edge,0,0.0,1007.0,0,
106581,,2023/06/01,15:03:04,organic_search,/home,9.0,911.0,tablet,Safari,0,0.0,,1,0.0
106582,4671.0,2024-10-12,04:00:54,direct,/category/electronics,12.0,,mobile,Firefox,0,0.0,,0,0.0
106583,2887.0,2023/06/06,14:10:36,SOCIAL,/products,12.0,982.0,Desktop,Safari,1,236.96,,0,0.0
106584,4798.0,2023/06/04,20:16:48,paid_search,/home,15.0,1112.0,mobile,,0,0.0,,0,0.0
106585,,16-08-2024,,social,/products,15.0,566.0,,Firefox,0,0.0,,0,0.0
106586,3477.0,08/30/2024,06:27:37,organic_search,/products,8.0,1025.0,desktop,Chrome,0,0.0,,0,1.0
106587,2882.0,2024/02/14,16:04:26,email,/category/electronics,9.0,571.0,mobile,Edge,0,0.0,1013.0,1,0.0
106588,,13-01-2024,12:08:14,social,,1.0,1652.0,mobile,Firefox,0,0.0,,1,0.0
106589,991.0,03-08-2024,10:00:09,social,/sale,7.0,1559.0,tablet,chrome,0,0.0,,0,
106590,,04-03-2024,07:55:52,PAID_SEARCH,/home,5.0,991.0,desktop,chrome,0,0.0,,0,
106591,1716.0,2023-04-15,19:05:56,direct,/home,7.0,1303.0,MOBILE,Safari,0,0.0,,0,0.0
